label,alpha,beta
0,0.082,0.052
0,0.06,0.342
0,0.432,0.234
0,0.36,0.306
1,0.562,0.58
1,0.456,0.568
0,0.408,0.224
1,0.952,0.728
0,0.232,0.776
0,0.144,0.658
0,0.382,0.342
0,0.026,0.602
0,0.39,0.808
0,0.082,0.986
1,0.56,0.032
1,0.696,0.87
0,0.05,0.014
0,0.374,0.128
0,0.394,0.268
0,0.458,0.904
1,0.584,0.97
1,0.544,0.774
0,0.346,0.198
0,0.168,0.532
1,0.66,0.842
1,0.836,0.834
0,0.054,0.762
0,0.248,0.92
0,0.428,0.152
0,0.214,0.16
0,0.092,0.632
1,0.566,0.814
0,0.324,0.634
0,0.054,0.508
0,0.114,0.074
1,0.566,0.592
1,0.466,0.632
1,0.586,0.726
0,0.104,0.334
0,0.29,0.104
0,0.384,0.16
1,0.44,0.364
0,0.414,1
1,0.51,0.708
0,0.402,0.178
0,0.254,0.784
0,0.238,0.34
0,0.416,0.706
1,0.56,0.04
0,0.38,0.734
0,0.006,0.638
0,0.284,0.078
0,0.33,0.358
0,0.066,0.388
1,0.49,0.448
1,0.498,0.152
0,0.41,0.782
1,0.536,0.284
0,0.25,0.01
0,0.422,0.944
0,0.284,0.056
1,0.518,0.892
0,0.156,0.606
0,0.186,0.548
0,0.372,0.138
0,0.402,0.136
0,0.402,0.932
0,0.182,0.612
0,0.332,0.956
0,0.07,0.91
0,0.238,0.938
0,0.218,0.046
0,0.036,0
1,0.96,0.054
1,0.656,0.844
0,0.208,0.028
0,0.258,0.512
0,0.388,0.326
0,0.374,0.178
0,0.24,0.596
0,0.424,0.74
0,0.108,0.79
0,0.386,0.186
1,0.598,0.142
0,0.216,0.68
0,0.056,0.64
1,0.664,0.896
0,0.182,0.858
1,0.868,0.044
0,0.238,0.82
0,0.44,0.788
0,0.434,0.46
0,0.398,0.09
0,0.154,0.58
1,0.52,0.196
1,0.628,0.07
1,0.566,0.64
0,0.286,0.908
0,0.122,0.842
0,0.318,0.332
0,0.06,0.96
1,0.512,0.246
0,0.13,0.884
0,0.122,0.886
1,0.468,0.768
1,0.444,0.518
0,0.338,0.102
0,0.31,0.598
0,0.314,0.03
1,0.88,0.998
1,0.94,0.89
1,0.818,0.94
0,0.288,0.296
1,0.566,0.29
1,0.728,0.892
0,0.094,0.626
0,0.37,0.328
1,0.528,0.674
0,0.314,0.482
1,0.546,0.56
0,0.41,0.254
1,0.524,0.522
1,0.488,0.65
1,0.944,1
0,0.174,0.974
0,0.124,0.868
1,0.548,0.51
0,0.224,0.67
0,0.448,0.882
1,0.508,0.762
1,0.596,0.392
0,0.312,0.064
0,0.41,0.462
0,0.072,0.756
1,0.498,0.02
0,0.128,0.434
1,0.94,0.034
1,0.518,0.296
1,0.56,0.608
0,0.296,0.542
1,0.468,0.026
1,0.588,0.188
1,0.598,0.356
1,0.88,0.032
1,0.5,0.522
1,0.478,0.854
0,0.06,0.552
1,0.88,0.808
1,0.504,0.306
0,0.194,0.962
0,0.056,0.916
0,0.198,0.898
0,0.314,0.536
0,0.04,0.132
0,0.198,0.29
0,0.406,0.704
0,0.178,0.194
0,0.206,0.276
0,0.402,0.962
0,0.23,0.496
0,0.178,0.748
0,0.476,0.114
1,0.496,0.124
0,0.212,0.222
0,0.062,0.938
1,0.524,0.642
0,0.114,0.86
0,0.346,0.864
1,0.542,0.934
0,0.412,0.864
0,0.366,0.848
1,0.576,0.932
1,0.54,0.768
0,0.1,0.714
0,0.16,0.434
0,0.12,0.844
0,0.244,0.212
0,0.128,0.802
0,0.166,0.972
1,0.496,0.152
0,0.186,0.614
1,0.508,0.628
1,0.584,0.478
1,0.96,0.032
0,0.236,0.35
1,0.49,0.732
0,0.286,0.918
1,0.54,0.006
0,0.374,0.112
1,0.496,0.714
0,0.204,0.352
1,0.95,0.952
0,0.372,0.758
0,0.154,0.258
0,0.132,0.604
0,0.094,0.718
0,0.058,0.416
0,0.394,0.84
1,0.616,0.982
0,0.202,0.274
0,0.026,0.806
0,0.238,0.77
1,0.628,0.912
0,0.214,0.542
0,0.174,0.12
0,0.34,0.432
1,0.884,0.19
0,0.104,0.844
1,0.566,0.34
1,0.544,0.254
1,0.758,0.054
0,0.04,0.404
1,0.852,0.906
0,0.354,0.92
1,0.984,0.24
0,0.066,0.6
0,0.142,0.952
1,0.566,0.712
0,0.194,0.97
1,0.538,0.9
1,0.52,0.872
1,0.454,0.354
0,0.144,0.68
0,0.398,0.194
1,0.528,0.678
1,0.516,0.726
0,0.12,0.774
1,0.566,0.626
0,0.23,0.574
0,0.106,0.986
1,1,0.536
0,0.148,0.838
1,0.746,0.902
1,0.578,0.656
1,0.506,0.688
0,0.032,0.562
1,0.602,0.226
0,0.398,0.194
0,0.398,0.852
0,0.326,0.094
1,0.614,0.012
1,0.526,0.062
0,0.318,0.302
1,0.512,0.086
0,0.132,0.458
0,0.29,0.26
1,0.546,0.528
0,0.048,0.868
1,0.752,0.962
0,0.126,0.32
0,0.33,0.034
1,0.572,0.928
1,0.558,0.148
0,0.1,0.252
1,0.874,0.91
1,0.696,0.974
0,0.118,0.9
0,0.054,0.42
0,0.402,0.694
0,0.074,0.466
0,0.034,0.568
0,0.406,0.124
1,0.566,0.976
0,0.286,0.448
0,0.246,0.526
0,0.032,0.524
1,0.892,0.012
0,0.314,0.014
1,0.52,0.766
0,0.41,0.906
0,0.124,0.788
1,0.502,0.674
0,0.016,0.088
1,0.514,0.476
0,0.238,0.744
1,0.534,0.282
0,0.174,0.368
0,0.082,0.264
1,0.486,0.01
1,0.594,0.942
1,0.94,0.2
1,0.6,0.168
0,0.086,0.338
0,0.12,0.51
0,0.338,0.59
0,0.48,0.714
0,0.224,0.044
1,0.562,0.12
1,0.504,0.512
0,0.04,0.642
0,0.292,0.652
0,0.324,0.79
0,0.016,0.06
1,0.51,0.306
1,0.578,0.574
0,0.376,0.96
0,0.082,0.596
0,0.292,0.22
1,0.778,0.06
1,0.518,0.29
1,0.624,0.928
0,0.094,0.264
1,0.544,0.368
1,0.542,0.934
0,0.244,0.324
1,0.812,0.902
0,0.036,0.884
0,0.13,0.556
0,0.112,0.88
1,0.654,0.838
0,0.208,0.598
1,0.972,0.802
0,0.108,0.894
0,0.142,0.266
0,0.272,0.086
0,0.032,0.648
1,0.53,0.336
0,0.058,0.716
0,0.17,0.838
0,0.06,0.032
1,0.78,0.056
0,0.296,0.384
0,0.384,0.676
0,0.212,0.934
0,0.032,0.476
0,0.146,0.252
0,0.248,0.648
1,0.934,0.922
0,0.288,0.03
0,0.364,1
1,0.966,0.114
1,0.536,0.146
1,0.592,0.872
1,0.486,0.364
1,0.966,0.914
0,0.408,0.946
0,0.338,0.89
1,0.964,0.012
1,0.482,0.484
0,0.456,0.912
0,0.12,0.878
0,0.164,0.37
0,0.146,0.718
0,0.18,0.448
0,0.354,0.72
1,0.852,0.928
0,0.308,0.684
0,0.048,0.954
0,0.358,0.164
0,0.306,0.658
1,0.978,0.598
0,0.124,0.322
0,0.332,0.122
0,0.252,0.088
0,0.094,0.616
0,0.072,0.154
0,0.438,0.914
0,0.112,0.538
1,0.816,0.926
0,0.048,0.848
0,0.16,0.514
1,0.538,0.018
0,0.22,0.978
1,0.468,0.02
0,0.256,0.548
1,0.844,0.01
0,0.224,0.316
1,0.714,0.93
1,0.576,0.11
1,0.972,0.25
0,0.07,0.616
0,0.392,0.97
1,0.662,0.846
0,0.076,0.036
1,0.556,0.664
0,0.428,0.74
0,0.088,0.364
0,0.296,0.626
1,0.98,0.574
1,0.984,0.292
0,0.388,0.462
0,0.116,0.274
0,0.376,0.732
1,0.998,0.964
1,0.522,0.36
1,0.608,0.932
0,0.326,0.482
0,0.314,0.166
0,0.044,0.592
1,0.798,0.962
1,0.506,0.35
0,0.468,0.798
0,0.12,0.878
1,0.534,0.15
1,0.58,0.752
0,0.078,0.572
0,0.154,0.262
1,0.468,0.68
1,0.992,0.372
0,0.016,0.716
0,0.228,0.536
1,0.95,0.698
0,0.306,0.622
0,0.338,0.394
1,0.934,0.95
0,0.028,0.102
0,0.07,0.726
1,0.544,0.008
0,0.052,0.892
0,0.33,0.182
0,0.09,0.538
0,0.048,0.264
0,0.16,0.384
0,0.206,0.254
0,0.14,0.798
1,0.536,0.828
0,0.006,0.816
0,0.192,0.516
0,0.096,0.274
0,0.164,0.336
0,0.054,0.662
0,0.174,0.636
0,0.056,0.678
0,0.074,0.554
1,0.576,0.822
0,0.334,0.54
0,0.2,0.08
1,0.558,0.834
0,0.14,0.122
0,0.246,0.624
1,0.63,0.216
1,0.616,0.376
0,0.16,0.182
1,0.526,0.642
0,0.404,0.118
0,0.354,0.418
1,0.988,0.444
1,0.784,0.858
0,0.144,0.434
0,0.388,0.264
1,0.628,0.998
1,0.426,0.298
0,0.156,0.304
1,0.518,0.07
0,0.4,0.938
1,0.794,0.898
1,0.678,0.964
0,0.108,0.296
1,0.49,0
0,0.164,0.904
1,0.52,0.326
0,0.086,0.56
0,0.32,0.63
0,0.242,0.958
1,0.48,0.35
1,0.664,0.914
0,0.284,0.432
0,0.4,0.58
0,0.472,0.918
0,0.45,0.944
0,0.442,0.806
0,0.394,0.632
0,0.194,0.762
1,0.474,0.11
1,0.554,0.112
0,0.08,0.746
0,0.244,0.942
0,0.088,0.652
0,0.428,0.78
0,0.074,0.668
1,0.984,0.196
0,0.072,0.526
0,0.162,0.252
0,0.098,0.93
0,0.122,0.766
0,0.192,0.436
0,0.154,0.54
1,0.452,0.136
1,0.662,0.056
0,0.192,0.454
0,0.35,0.026
0,0.306,0.012
0,0.116,0.206
0,0.06,0.26
0,0.164,0.536
0,0.208,0.086
0,0.296,0.586
0,0.222,0.528
0,0.078,0.1
0,0.128,0.24
1,0.522,0.066
0,0.074,0.01
0,0.09,0.822
1,0.52,0.966
1,0.612,0.908
1,0.546,0.664
1,0.588,0.752
1,0.978,0.816
0,0.194,0.54
0,0.356,0.992
0,0.388,0.766
0,0.28,0.832
0,0.058,0.804
0,0.308,0.006
0,0.076,0.844
1,0.974,0.388
1,0.436,0.682
0,0.242,0.398
1,0.588,0.884
1,0.534,0.232
0,0.348,0.654
1,0.764,0.906
0,0.17,0.642
1,0.72,0.918
1,0.992,0.664
0,0.312,0.232
1,0.738,0.88
0,0.18,0.846
0,0.114,0.03
1,0.558,0.82
1,0.986,0.324
0,0.278,0.962
0,0.372,0.142
0,0.262,0.584
0,0.02,0.016
0,0.034,0.128
0,0.372,0.09
1,0.642,0.918
1,0.464,0.026
0,0.216,0.802
0,0.382,0.146
1,0.722,0.932
0,0.062,0.522
0,0.282,0.386
0,0.116,0.504
0,0.132,0.586
1,0.472,0.486
1,0.574,0.644
0,0.03,0.364
0,0.198,0.402
0,0.216,0.128
0,0.006,0.402
1,0.526,0.142
0,0.096,0.632
1,0.524,0.25
0,0.18,0.202
1,0.614,0.708
1,0.634,0.918
0,0.27,0.586
0,0.23,0.82
0,0.124,0.572
0,0.232,0.454
0,0.202,0.098
0,0.04,0.348
0,0.29,0.592
1,0.59,0.224
1,0.522,0.912
1,0.878,0.996
1,0.54,0.448
1,0.456,0.078
1,0.946,0.168
0,0.392,0.166
0,0.052,0.788
1,0.598,0.96
0,0.416,0.95
0,0.098,0.538
0,0.228,0.892
0,0.06,0.28
0,0.328,0.394
1,0.706,0.062
1,0.492,0.108
0,0.212,0.254
0,0.056,0.142
0,0.09,0.774
0,0.062,0.356
0,0.09,0.556
1,0.58,0.184
1,0.552,0.082
0,0.08,0.752
0,0.074,0.93
1,0.568,0.642
1,0.56,0.84
0,0.168,0.326
0,0.012,0.36
1,0.514,0.302
0,0.08,0.652
1,0.944,0.424
0,0.022,0.058
0,0.316,0.464
0,0.25,0.088
1,0.732,0.956
0,0.052,0.108
1,0.61,0.93
0,0.044,0.678
0,0.27,0.33
1,0.584,0.918
1,0.938,0.888
0,0.048,0.5
0,0.194,0.298
0,0.216,0.946
0,0.102,0.082
1,0.506,0.262
1,0.508,0.798
0,0.42,0.95
1,0.464,0.434
1,0.7,0.94
1,0.648,0.926
1,0.954,0.058
0,0.188,0.77
0,0.026,0.438
0,0.388,0.138
0,0.194,0.092
1,0.526,0.236
0,0.396,0.774
0,0.178,0.494
0,0.106,0.74
1,0.538,0.834
0,0.404,0.94
0,0.31,0.114
1,0.522,0.51
0,0.132,0.882
0,0.346,0.794
0,0.092,0.584
0,0.358,0.64
1,0.76,0.062
0,0.202,0.32
1,0.82,0.892
1,0.568,0.718
0,0.214,0.322
1,0.92,0.592
1,0.532,0.686
1,0.644,0.598
0,0.212,0.224
0,0.144,0.632
0,0.338,0.64
0,0.234,0.878
1,0.506,0.764
0,0.3,0.162
1,0.658,0.55
1,0.486,0.05
0,0.146,0.314
0,0.118,0.696
1,0.984,0.742
0,0.176,0.61
0,0.062,0.556
1,0.542,0.898
0,0.268,0.532
0,0.242,0.636
0,0.424,0.286
0,0.282,0.536
0,0.376,0.848
1,0.526,0.264
0,0.016,0.51
0,0.268,0.972
0,0.274,0.69
0,0.166,0.818
0,0.344,0.982
1,0.748,0.926
0,0.202,0.954
0,0.148,0.558
0,0.402,0.58
1,0.846,0.932
0,0.144,0.634
0,0.036,0.624
0,0.284,0.756
1,0.512,0.144
0,0.21,0.954
1,0.76,0.95
0,0.184,0.226
0,0.334,0.068
0,0.112,0.214
1,0.45,0.172
0,0.212,0.208
0,0.102,0.614
0,0.274,0.1
0,0.088,0.348
0,0.106,0.14
0,0.104,0.578
1,0.532,0.1
0,0.064,0.618
0,0.246,0.296
1,0.516,0.878
0,0.326,0.88
0,0.036,0.314
1,0.518,0.604
1,0.912,0.954
1,0.508,0.142
0,0.112,0.976
1,0.534,0.862
1,0.574,0.122
1,0.996,0.866
0,0.152,0.644
0,0.358,0.37
0,0.22,0.816
1,0.718,0.942
1,0.54,0.306
0,0.186,0.236
0,0.242,0.668
0,0.192,0.252
1,0.764,0.876
0,0.12,0.796
1,0.542,0.05
1,0.518,0.488
1,0.564,0.836
0,0.108,0.918
0,0.064,0.322
0,0.28,0.694
0,0.482,0.894
1,0.982,0.938
1,0.62,0.538
0,0.132,0.994
1,0.968,0.08
1,0.526,0.876
0,0.206,0.23
0,0.248,0.228
0,0.3,0.488
1,0.582,0.948
1,0.552,0.168
1,0.662,0.818
0,0.17,0.374
0,0.318,0.094
1,0.56,0.93
1,0.592,0.15
0,0.008,0.518
0,0.058,0.892
0,0.092,0.604
1,0.478,0.028
0,0.288,0.642
0,0.186,0.498
0,0.436,0.854
0,0.188,0.5
1,0.68,0.922
0,0.126,0.52
0,0.336,0.622
1,0.566,0.994
1,0.956,0.41
1,0.464,0.53
0,0.08,0.56
0,0.292,0.39
0,0.068,0.686
1,0.508,0.536
0,0.354,0.896
1,0.548,0.912
1,0.56,0.09
0,0.252,0.352
1,0.566,0.382
1,0.632,0.97
0,0.098,0.652
0,0.26,0.458
0,0.408,0.76
0,0.23,0.778
0,0.098,0.622
1,0.61,0.78
0,0.368,0.662
0,0.272,0.17
0,0.34,0.052
0,0.076,0.328
0,0.08,0.654
0,0.24,0.334
0,0.126,0.842
1,0.428,0.794
1,0.554,0.428
0,0.29,0.264
0,0.416,0.73
1,0.536,0.062
0,0.394,0.178
1,0.584,0.632
1,0.548,0.222
0,0.402,0.37
0,0.176,0.56
1,0.712,0.94
1,0.516,0.84
0,0.334,0.662
0,0.388,0.162
0,0.146,0.566
0,0.108,0.332
0,0.358,0.926
0,0.104,0.254
0,0.278,0.202
1,0.528,0.226
0,0.4,0.842
0,0.142,0.264
0,0.402,0.906
1,0.984,0.498
0,0.296,0.208
0,0.378,0.716
1,0.582,0.544
1,0.518,0.886
0,0.048,0.908
1,0.52,0.802
0,0.378,0.132
1,0.566,0.042
0,0.194,0.314
0,0.148,0.042
0,0.178,0.342
1,0.922,0.068
1,0.654,0.966
1,0.462,0.544
0,0.226,0.562
0,0.272,0.98
0,0.112,0.93
0,0.248,0.032
0,0.134,0.274
0,0.104,0.58
1,0.564,0.942
0,0.134,0.48
0,0.252,0.662
0,0.284,0.414
1,0.442,0.202
0,0.176,0.312
1,0.626,0.854
1,0.504,0.216
0,0.084,0.864
1,0.678,0.932
1,0.548,0.454
0,0.108,0.268
0,0.38,0.278
1,0.512,0.714
1,0.532,0.32
0,0.27,0.482
0,0.272,0.104
0,0.412,0.844
0,0.108,0.546
1,0.552,0.606
0,0.408,0.1
0,0.144,0.55
1,0.63,0.092
0,0.396,0.816
0,0.242,0.384
0,0.288,0.8
0,0.088,0.514
1,0.524,0.782
0,0.096,0.03
0,0.23,0.918
0,0.384,0.102
0,0.278,0.632
0,0.05,0.41
0,0.214,0.586
0,0.138,0.23
0,0.248,0.536
0,0.128,0.518
1,0.776,0.818
0,0.262,0.968
0,0.106,0.754
1,0.978,0.578
0,0.096,0.102
0,0.304,0.708
0,0.106,0.458
1,0.962,0.966
1,0.584,0.916
0,0.022,0.9
1,0.468,0.332
0,0.236,0.606
0,0.33,0.8
0,0.026,0.78
0,0.374,0.684
0,0.118,0.27
0,0.452,0.988
1,0.992,0.52
0,0.278,0.926
0,0.104,0.872
0,0.252,0.868
0,0.268,0.868
0,0.32,0.642
1,0.548,0.178
0,0.198,0.828
1,0.964,0.43
0,0.15,0.322
1,0.586,0.886
1,0.546,0.932
0,0.37,0.816
0,0.292,0.934
0,0.098,0.954
0,0.3,0.206
1,0.532,0.688
0,0.13,0.594
0,0.418,0.858
0,0.114,0.048
0,0.046,0.04
0,0.046,0.668
1,0.4,0.15
1,0.502,0.116
1,0.55,0.53
0,0.068,0.68
1,0.988,0.048
0,0.124,0.116
0,0.272,0.584
0,0.258,0.022
0,0.218,0.396
1,0.608,0.642
1,0.518,0.404
0,0.006,0.064
0,0.274,0.37
1,0.522,0.002
0,0.254,0.592
0,0.298,0.594
0,0.052,0.542
0,0.224,0.912
1,0.72,0.952
0,0.194,0.914
1,0.55,0.494
0,0.162,0.274
1,0.556,0.328
1,0.51,0.53
1,0.586,0.064
0,0.24,0.594
1,0.862,0.98
0,0.078,0.194
0,0.212,0.164
0,0.372,0.742
0,0.392,0.81
0,0.314,0.168
1,0.472,0.438
0,0.052,0.078
1,0.666,0.948
0,0.028,0.04
1,0.986,0.08
0,0.034,0.316
0,0.078,0.674
0,0.068,0.464
0,0.024,0.182
0,0.136,0.804
1,0.544,0.712
1,0.992,0.77
1,0.558,0.87
1,0.386,0.146
0,0.056,0.66
1,0.984,0.124
1,0.938,0.478
0,0.358,0.08
0,0.086,0.556
0,0.414,0.938
1,0.49,0.18
0,0.088,0.702
0,0.034,0.088
1,0.558,0.232
0,0.166,0.49
1,0.614,0.12
0,0.388,0.54
1,0.612,0.968
0,0.102,0.784
0,0.076,0.052
0,0.104,0.548
0,0.218,0.602
0,0.134,0.202
0,0.136,0.25
0,0.066,0.034
0,0.072,0.85
0,0.244,0.912
0,0.384,0.986
0,0.062,0.88
1,0.642,0.868
1,0.896,0.034
1,0.462,0.038
0,0.224,0.278
1,0.856,0.858
0,0.456,0.984
0,0.378,0.984
0,0.304,0.016
1,0.72,0.872
0,0.326,0.206
0,0.154,0.922
1,0.45,0.092
0,0.27,0.594
0,0.282,0.906
0,0.224,0.414
0,0.074,0.326
1,0.994,0.756
0,0.146,0.594
0,0.212,0.356
1,0.594,0.904
1,0.956,0.376
0,0.154,0.338
0,0.21,0.596
0,0.474,0.602
1,0.44,0.038
1,0.568,0.264
1,0.876,0.972
0,0.212,0.208
1,0.488,0.314
0,0.29,0.608
1,0.602,0.582
0,0.346,0.014
1,0.598,0.372
0,0.478,0.002
0,0.136,0.816
1,0.994,0.914
1,0.898,0.052
1,0.996,0.186
0,0.194,0.362
0,0.252,0.836
1,0.826,0.948
0,0.146,0.23
1,0.652,0.052
1,0.572,0.006
0,0.394,0.896
0,0.226,0.218
1,0.562,0.162
0,0.106,0.502
0,0.07,0.532
0,0.294,0.212
1,0.932,0.36
1,0.53,0.032
1,0.574,0.538
0,0.454,0.934
0,0.094,0.704
0,0.28,0.794
1,0.676,0.02
0,0.102,0.278
1,0.692,0.016
0,0.218,0.936
1,0.532,0.07
1,0.924,0.702
0,0.256,0.374
1,0.57,0.402
1,0.538,0.028
0,0.082,0.484
1,0.96,0.406
1,0.548,0.16
1,0.844,0.892
0,0.208,0.366
1,0.99,0.316
0,0.178,0.414
0,0.026,0.444
0,0.174,0.578
1,0.994,0.558
1,0.452,0.096
1,0.95,0.33
0,0.364,0.49
1,0.524,0.318
0,0.192,0.944
1,0.604,0.114
0,0.088,0.62
0,0.226,0.47
1,0.944,0.644
0,0.248,0.872
1,0.952,0.712
1,0.604,0.898
0,0.104,0.276
0,0.416,0.936
1,0.998,0.328
0,0.342,0.03
0,0.198,0.214
1,0.498,0.122
1,0.662,0.846
0,0.256,0.6
1,0.894,0.802
0,0.056,0.708
0,0.132,0.386
0,0.082,0.874
0,0.094,0.754
1,0.594,0.176
0,0.186,0.324
0,0.204,0.75
0,0.418,0.958
0,0.414,0.502
0,0.296,0.126
0,0.142,0.818
0,0.418,0.552
1,0.64,0.484
0,0.17,0.482
1,0.588,0.87
1,0.952,0.686
1,0.536,0.214
1,0.636,0.882
0,0.1,0.06
0,0.008,0.054
1,0.528,0.39
1,0.638,0.052
0,0.136,0.672
0,0.244,0.98
1,0.516,0.784
1,0.636,0.896
1,0.456,0.218
0,0.168,0.692
1,0.558,0.646
0,0.138,0.292
1,0.596,0.796
0,0.206,0.326
0,0.34,0.934
0,0.154,0.614
1,0.694,0.98
0,0.416,0.98
1,0.558,0.902
0,0.086,0.004
1,0.55,0.692
1,0.96,0.154
0,0.168,0.964
1,0.58,0.184
0,0.36,0.618
0,0.054,0.278
0,0.052,0.268
1,0.968,0.424
0,0.476,0.93
0,0.316,0.026
0,0.058,0.384
0,0.15,0.98
0,0.248,0.93
1,0.47,0.73
0,0.254,0.372
0,0.006,0.23
0,0.24,0.232
0,0.054,0.934
0,0.198,0.26
0,0.284,0.532
0,0.206,0.644
0,0.218,0.022
0,0.376,0.602
0,0.43,0.954
0,0.392,0.916
1,0.974,0.334
1,0.53,0.916
0,0.376,0.494
1,0.99,0.882
0,0.256,0.038
0,0.168,0.232
1,0.614,0.018
0,0.402,0.962
1,0.546,0.966
1,0.588,0.764
0,0.324,0.508
1,0.558,0.778
0,0.18,0.214
0,0.41,0.14
0,0.092,0.63
0,0.262,0.53
0,0.2,0.072
1,0.986,0.602
0,0.274,0.548
0,0.074,0.566
1,0.47,0.018
1,0.454,0.43
0,0.226,0.464
0,0.13,0.264
1,0.528,0.492
1,0.512,0.772
1,0.482,0.758
0,0.158,0.754
0,0.424,0.898
1,0.62,0.754
0,0.236,0.096
0,0.42,0.886
1,0.558,0.456
1,0.926,0.952
0,0.31,0.736
0,0.242,0.142
0,0.042,0.556
0,0.408,0.944
0,0.208,0.614
0,0.14,0.522
0,0.054,0.402
0,0.026,0.054
1,0.46,0.948
0,0.29,0.842
1,0.536,0.018
0,0.312,0.658
1,0.558,0.282
1,0.96,0.06
1,0.898,0.076
0,0.03,0.806
0,0.094,0.704
0,0.446,0.67
1,0.594,0.154
1,0.528,0.054
1,0.596,0.692
0,0.09,0.866
0,0.286,0.056
0,0.12,0.264
0,0.188,0.054
1,0.582,0.008
1,0.464,0.516
1,0.78,0.954
0,0.04,0.396
0,0.44,0.966
0,0.192,0.77
0,0.3,0.918
0,0.056,0.646
0,0.414,0.71
0,0.072,0.79
0,0.338,0.596
0,0.048,0.076
1,0.558,0.188
0,0.048,0.184
0,0.23,0.528
1,0.594,0.402
1,0.594,0.878
0,0.066,0.578
1,0.694,0.976
0,0.23,0.774
0,0.274,0.082
0,0.174,0.37
0,0.398,0.53
1,0.476,0.33
0,0.372,0.818
0,0.22,0.754
0,0.23,0.61
1,0.572,0.718
0,0.018,0.354
1,0.73,0.968
0,0.406,0.968
0,0.026,0.862
0,0.186,0.594
1,0.544,0.37
0,0.206,0.436
0,0.254,0.76
0,0.096,0.466
0,0.192,0.446
1,0.946,0.568
0,0.354,0.02
0,0.116,0.606
0,0.358,0.056
1,0.648,0.002
1,0.536,0.236
1,0.568,0.81
0,0.228,0.534
0,0.296,0.006
0,0.222,0.23
0,0.4,0.178
0,0.308,0.186
0,0.056,0.64
0,0.234,0.36
1,0.558,0.682
0,0.238,0.316
0,0.146,0.234
0,0.26,0.876
0,0.234,0.53
0,0.038,0.16
1,0.486,0.132
0,0.25,0.36
0,0.376,0.84
0,0.268,0.016
0,0.486,0.926
1,0.62,0.946
0,0.218,0.382
1,0.51,0.374
0,0.3,0.566
0,0.444,0.322
1,0.6,0.026
0,0.118,0.506
0,0.08,0.674
1,0.564,0.964
1,0.572,0.85
0,0.18,0.566
0,0.212,0.752
0,0.31,0.31
0,0.182,0.03
0,0.242,0.314
0,0.454,0.722
0,0.402,0.422
1,0.79,0.848
0,0.41,0.952
0,0.108,0.648
0,0.094,0.19
0,0.244,0.65
0,0.06,0.15
0,0.032,0.584
0,0.032,0.398
0,0.144,0.818
0,0.194,0.89
0,0.046,0.52
1,0.532,0.108
0,0.104,0.888
1,0.534,0.586
1,0.728,0.846
1,0.518,0.828
1,0.584,0.428
1,0.556,0.266
0,0.072,0.572
0,0.372,0.546
0,0.08,0.81
0,0.29,0.192
0,0.24,0.314
1,0.432,0.316
0,0.052,0.296
0,0.108,0.984
1,0.58,0.662
0,0.052,0.364
0,0.066,0.882
0,0.31,0.538
0,0.228,0.622
0,0.236,0.898
1,0.602,0.39
1,0.508,0.482
0,0.138,0.65
0,0.052,0.576
0,0.018,0.844
0,0.142,0.92
1,0.84,0.018
0,0.098,0.702
0,0.144,0.68
1,0.518,0.688
0,0.144,0.488
1,0.528,0.402
0,0.304,0.76
0,0.08,0.226
0,0.26,0.26
0,0.208,0.268
1,0.956,0.372
1,0.93,0.82
1,0.888,0.772
1,0.884,0.18
1,0.672,0.588
1,0.932,0.88
1,0.854,0.314
1,0.908,0.812
1,0.864,0.82
1,0.736,0.37
1,0.872,0.206
1,0.78,0.422
1,0.518,0.512
1,0.586,0.81
1,0.708,0.416
1,0.656,0.648
1,0.694,0.31
1,0.69,0.562
1,0.904,0.288
1,0.748,0.736
1,0.868,0.328
1,0.97,0.428
1,0.956,0.808
1,0.718,0.748
1,0.936,0.72
1,0.762,0.226
1,0.784,0.262
1,0.83,0.27
1,0.796,0.266
1,0.814,0.156
1,0.778,0.814
1,0.76,0.556
1,0.906,0.38
1,0.784,0.502
1,0.73,0.858
1,0.626,0.222
1,0.924,0.758
1,0.856,0.824
1,0.962,0.164
1,0.912,0.432
1,0.64,0.658
1,0.686,0.276
1,0.834,0.338
1,0.866,0.244
1,0.84,0.262
1,0.864,0.788
1,0.676,0.6
1,0.868,0.3
1,0.692,0.03
1,0.822,0.842
1,0.802,0.202
1,0.902,0.872
1,0.452,0.922
1,0.692,0.56
1,0.842,0.348
1,0.868,0.682
1,0.868,0.766
1,0.9,0.32
1,0.834,0.732
1,0.796,0.29
1,0.722,0.278
1,0.862,0.116
1,0.75,0.816
1,0.548,0.454
1,0.52,0.464
1,0.926,0.15
1,0.908,0.868
1,0.718,0.622
1,0.644,0.278
1,0.836,0.33
1,0.804,0.272
1,0.74,0.796
1,0.784,0.35
1,0.898,0.23
1,0.896,0.734
1,0.842,0.212
1,0.972,0.284
1,0.722,0.486
1,0.904,0.248
1,0.884,0.334
1,0.752,0.288
1,0.54,0.562
1,0.87,0.218
1,0.98,0.824
1,0.916,0.442
1,0.918,0.288
1,0.832,0.232
1,0.982,0.722
1,0.812,0.308
1,0.522,0.414
1,0.678,0.776
1,0.978,0.558
1,0.95,0.836
1,0.646,0.084
1,0.676,0.226
1,0.534,0.898
1,0.72,0.514
1,0.956,0.882
1,0.928,0.32
1,0.94,0.822
1,0.798,0.252
1,0.736,0.09
1,0.652,0.214
