label,alpha,beta
1,0.838,0.178
0,0.442,0.432
1,0.146,0.312
0,0.216,0.398
0,0.062,0.632
0,0.524,0.056
1,0.164,0.816
1,0.136,0.878
0,0.36,0.586
0,0.578,0.322
1,0.188,0.814
1,0.322,0.878
0,0.5,0.46
1,0.894,0.144
0,0.514,0.294
1,0.864,0.144
1,0.24,0.33
1,0.204,0.29
0,0.41,0.52
1,0.274,0.166
0,0.16,0.438
1,0.232,0.056
0,0.512,0.428
0,0.51,0.64
1,0.028,0.214
1,0.2,0.102
0,0.44,0.478
1,0.142,0.186
0,0.494,0.544
1,0.226,0.848
1,0.304,0.602
1,0.104,0.15
0,0.836,0.624
0,0.134,0.474
0,0.516,0.496
0,0.634,0.242
1,0.148,0.062
0,0.33,0.656
1,0.11,0.344
1,0.1,0.322
0,0.394,0.128
0,0.562,0.608
0,0.466,0.078
1,0.762,0.192
1,0.188,0.022
1,0.348,0.72
0,0.496,0.098
1,0.146,0.328
0,0.544,0.238
1,0.838,0.282
0,0.456,0.178
0,0.558,0.332
1,0.846,0.138
1,0.252,0.262
1,0.774,0.21
0,0,0.59
0,0.468,0.61
0,0.45,0.312
0,0.186,0.452
0,0.084,0.452
1,0.214,0.664
1,0.058,0.71
1,0.132,0.746
1,0.136,0.248
1,0.108,0.052
1,0.12,0.136
0,0.458,0.172
0,0.564,0.462
0,0.496,0.296
1,0.33,0.104
1,0.1,0.15
0,0.52,0.576
1,0.178,0.192
1,0.02,0.098
1,0.12,0.842
0,0.616,0.49
1,0.162,0.234
1,0.858,0.13
0,0.484,0.102
0,0.534,0.028
1,0.36,0.786
0,0.396,0.576
1,0.11,0.802
1,0.262,0.192
0,0.35,0.362
0,0.352,0.442
1,0.124,0.78
0,0.048,0.506
1,0.174,0.194
1,0.154,0.032
0,0.43,0.25
0,0.448,0.412
0,0.472,0.39
1,0.084,0.176
0,0.49,0.492
1,0.904,0.068
0,0.468,0.486
1,0.474,0.88
1,0.794,0.294
1,0.342,0.878
1,0.146,0.772
1,0.276,0.068
0,0.584,0.176
1,0.23,0.086
1,0.184,0.196
1,0.28,0.098
1,0.916,0.222
0,0.682,0.55
0,0.542,0.58
1,0.202,0.178
0,0.496,0.466
1,0.9,0.28
0,0.314,0.676
1,0.824,0.186
0,0.46,0.264
0,0.464,0.21
1,0.066,0.094
0,0.48,0.168
1,0.026,0.802
0,0.508,0.464
1,0.474,0.868
0,0.452,0.084
0,0.334,0.388
0,0.48,0.398
0,0.61,0.53
1,0.104,0.216
0,0.414,0.012
0,0.508,0.276
0,0.602,0.452
1,0.814,0.074
0,0.616,0.466
0,0.474,0.12
1,0.09,0.166
0,0.56,0.44
1,0.43,0.732
1,0.748,0.194
1,0.056,0.132
0,0.136,0.532
0,0.478,0.198
1,0.134,0.244
0,0.464,0.36
1,0.234,0.276
1,0.25,0.72
1,0.166,0.196
1,0.2,0.37
0,0.502,0.544
0,0.514,0.218
1,0.17,0.168
0,0.646,0.058
0,0.658,0.264
0,0.022,0.596
0,0.466,0.308
1,0.842,0.16
1,0.258,0.244
0,0.364,0.558
0,0.486,0.188
0,0.528,0.38
0,0.91,0.542
0,0.496,0.302
0,0.096,0.478
0,0.374,0.398
0,0.014,0.536
0,0.542,0.372
1,0.694,0.194
1,0.114,0.818
1,0.172,0.214
1,0.802,0.192
1,0.112,0.19
0,0.022,0.55
0,0.02,0.522
1,0.782,0.244
0,0.458,0.362
1,0.258,0.236
1,0.296,0.126
1,0.962,0.126
0,0.586,0.182
0,0.548,0.41
1,0.356,0.778
1,0.154,0.83
1,0.814,0.166
0,0.594,0.632
1,0.664,0.108
0,0.084,0.508
1,0.044,0.862
0,0.302,0.49
1,0.77,0.15
1,0.07,0.794
1,0.042,0.272
1,0.136,0.772
0,0.488,0.322
0,0.588,0.534
1,0.262,0.722
1,0.202,0.236
0,0.37,0.534
1,0.408,0.804
0,0.822,0.568
1,0.116,0.79
1,0.098,0.812
0,0.636,0.424
1,0.196,0.74
1,0.1,0.358
0,0.56,0.484
0,0.678,0.524
0,0.614,0.564
0,0.348,0.5
0,0.488,0.166
1,0.072,0.198
1,0.042,0.204
0,0.42,0.264
0,0.888,0.502
0,0.542,0
1,0.31,0.212
0,0.622,0
0,0.536,0.62
1,0.172,0.152
1,0.862,0.026
0,0.112,0.524
1,0.204,0.054
1,0.196,0.686
1,0.108,0.264
0,0.478,0.522
0,0.562,0.042
1,0.218,0.202
1,0.742,0.066
0,0.528,0.496
0,0.472,0.066
0,0.482,0.256
0,0.516,0.43
1,0.322,0.882
1,0.22,0.16
1,0.244,0.152
1,0.186,0.206
0,0.474,0.138
0,0.692,0.374
1,0.182,0.342
1,0.882,0.072
1,0.214,0.19
0,0.496,0.41
0,0.502,0.294
1,0.104,0.188
0,0.338,0.444
1,0.054,0.14
0,0.416,0.046
1,0.064,0.8
0,0.602,0.548
0,0.126,0.424
1,0.068,0.282
1,0.102,0.084
1,0.26,0.19
0,0.454,0.454
0,0.492,0.252
0,0.534,0.258
1,0.79,0.326
0,0.62,0.262
0,0.54,0.388
1,0.134,0.17
1,0.12,0.85
0,0.556,0.152
1,0.216,0.236
0,0.412,0.512
1,0.136,0.068
0,0.212,0.392
1,0.15,0.21
1,0.826,0.194
0,0.562,0.542
1,0.154,0.87
1,0.218,0.2
1,0.314,0.156
1,0.082,0.032
1,0.788,0.14
0,0.36,0.518
0,0.52,0.526
1,0.784,0.292
1,0.25,0.148
1,0.09,0.214
0,0.47,0.3
0,0.48,0.38
1,0.172,0.248
1,0.048,0.2
0,0.454,0.348
0,0.538,0.492
1,0.196,0.152
0,0.386,0.362
1,0.238,0.166
0,0.578,0.572
0,0.446,0.148
0,0.952,0.392
0,0.564,0.166
1,0.212,0.15
1,0.196,0.796
1,0.146,0.366
1,0.024,0.922
1,0.798,0.19
1,0.096,0.116
1,0.172,0.178
0,0.378,0.49
0,0.252,0.58
1,0.782,0.068
1,0.828,0.13
0,0.236,0.498
0,0.512,0.086
1,0.196,0.704
0,0.482,0.502
0,0.656,0.532
1,0.362,0.124
1,0.18,0.702
0,0.432,0.274
1,0.912,0.062
1,0.786,0.338
0,0.484,0.51
1,0.186,0.122
0,0.024,0.6
1,0.148,0.224
0,0.518,0.632
0,0.482,0.268
0,0.394,0.494
1,0.696,0.156
1,0.186,0.108
1,0.832,0.188
1,0.054,0.804
1,0.14,0.222
0,0.496,0.216
1,0.828,0.122
0,0.346,0.656
0,0.438,0.498
1,0.17,0.074
0,0.218,0.554
0,0.61,0.404
1,0.788,0.096
1,0.24,0.89
0,0.468,0.184
0,0.524,0.326
0,0.442,0.184
1,0.068,0.854
0,0.674,0.474
1,0.238,0.216
1,0.174,0.12
1,0.158,0.04
0,0.508,0.012
1,0.816,0.164
1,0.266,0.252
1,0.212,0.268
0,0.902,0.464
1,0.302,0.088
1,0.106,0.844
1,0.14,0.252
1,0.11,0.902
1,0.026,0.258
0,0.546,0.462
1,0.07,0.806
1,0.216,0.172
1,0.344,0.85
1,0.188,0.126
0,0.614,0.474
0,0.248,0.588
1,0.756,0.336
0,0.826,0.504
0,0.72,0.498
0,0.542,0.306
0,0.388,0.51
0,0.44,0.606
1,0.06,0.08
1,0.034,0.126
0,0.18,0.604
1,0.86,0.132
0,0.752,0.562
0,0.49,0.104
0,0.302,0.678
1,0.258,0.816
0,0.436,0.556
1,0.206,0.83
1,0.176,0.196
1,0.058,0.052
0,0.42,0.486
1,0.166,0.266
1,0.144,0.796
0,0.512,0.24
0,0.5,0.272
1,0.178,0.152
0,0.75,0.652
0,0.488,0.472
0,0.398,0.468
1,0.168,0.176
0,0.438,0.372
0,0.472,0.168
1,0.19,0.174
1,0.82,0.142
0,0.676,0.568
1,0.898,0.302
0,0.51,0.05
1,0.184,0.16
1,0.126,0.888
0,0.548,0.61
1,0.112,0.252
0,0.536,0.11
0,0.532,0.368
0,0.414,0.592
0,0.31,0.446
1,0.276,0.03
0,0.48,0.568
1,0.8,0.178
0,0.572,0.522
1,0.25,0.808
1,0.176,0.302
0,0.538,0.502
1,0.872,0.254
1,0.104,0.214
1,0.058,0.936
1,0.856,0.132
1,0.782,0.178
1,0.414,0.728
0,0.486,0.568
0,0.496,0.504
1,0.266,0.254
1,0.056,0.234
0,0.232,0.458
1,0.772,0.138
1,0.184,0.116
0,0.536,0.06
0,0.534,0.528
1,0.226,0.334
0,0.396,0.654
1,0.858,0.088
1,0.162,0.098
1,0.878,0.256
0,0.652,0.55
1,0.726,0.14
1,0.202,0.766
1,0.856,0.088
0,0.88,0.58
0,0.468,0.39
0,0.588,0.546
0,0.458,0.348
0,0.518,0.362
1,0.246,0.138
1,0.124,0.084
1,0.192,0.17
0,0.49,0.174
0,0.638,0.312
1,0.774,0.02
0,0.502,0.204
1,0.896,0.168
1,0.138,0.19
0,0.418,0.596
1,0.13,0.216
0,0.634,0.43
1,0.134,0.106
0,0.442,0.268
1,0.274,0.836
0,0.146,0.53
0,0.442,0.45
0,0.57,0.552
0,0.43,0.664
1,0.106,0.132
1,0.152,0.018
1,0.53,0.83
1,0.316,0.768
1,0.1,0.228
1,0.128,0.108
0,0.554,0.304
1,0.094,0.136
0,0.77,0.406
0,0.488,0.474
0,0.384,0.498
0,0.786,0.656
1,0.144,0.316
1,0.04,0.024
1,0.316,0.11
1,0.202,0.238
1,0.116,0.28
0,0.446,0.046
1,0.162,0.138
0,0.412,0.066
1,1,0.122
1,0.886,0.08
0,0.392,0.526
1,0.128,0.272
1,0.864,0.124
0,0.594,0.428
0,0.34,0.572
1,0.15,0.758
0,0.412,0.466
1,0.864,0.206
0,0.442,0.262
0,0.586,0.13
0,0.062,0.52
0,0.558,0.168
0,0.808,0.466
1,0.092,0.162
1,0.228,0.192
0,0.506,0.496
0,0.504,0.524
1,0.88,0.096
1,0.76,0.14
1,0.28,0.154
0,0.056,0.442
0,0.296,0.418
1,0.218,0.214
1,0.83,0.26
1,0.436,0.81
1,0.83,0.136
0,0.452,0.296
1,0.262,0.102
0,0.58,0.11
0,0.454,0.03
1,0.762,0.194
1,0.176,0.062
1,0.866,0.082
1,0.164,0.866
1,0.14,0.168
0,0.49,0.194
0,0.458,0.488
1,0.212,0.13
0,0.476,0.612
1,0.07,0.05
0,0.6,0.564
0,0.238,0.512
1,0.742,0.814
1,0.036,0.092
0,0.566,0.162
0,0.542,0.626
0,0.036,0.55
1,0.098,0.188
0,0.45,0.36
1,0.86,0.072
0,0.94,0.398
0,0.758,0.564
0,0.664,0.52
1,0.058,0.782
0,0.446,0.508
0,0.502,0.484
1,0.204,0.1
1,0.862,0.076
0,0.292,0.534
1,0.282,0.196
1,0.172,0.206
1,0.246,0.742
1,0.77,0.212
0,0.546,0.18
1,0.846,0.122
0,0.488,0.592
1,0.89,0.158
0,0.776,0.576
1,0.87,0.742
1,0.054,0.016
1,0.164,0.114
1,0.146,0.238
0,0.458,0.56
0,0.456,0.514
1,0.848,0.206
0,0.53,0.336
0,0.47,0.538
1,0.902,0.14
1,0.198,0.142
1,0.132,0.208
1,0.304,0.098
1,0.778,0.058
0,0.636,0.478
0,0.002,0.494
0,0.562,0.538
1,0.848,0.162
0,0.462,0.618
1,0.802,0.838
0,0.01,0.5
1,0.812,0.296
0,0.398,0.118
1,0.132,0.106
0,0.488,0.108
1,0.206,0.294
1,0.26,0.836
0,0.422,0.446
1,0.502,0.72
1,0.16,0.116
1,0.306,0.17
0,0.428,0.482
1,0.836,0.168
0,0.52,0.488
0,0.464,0.332
0,0.528,0.5
1,0.16,0.266
0,0.544,0.6
1,0.142,0.156
0,0.52,0.506
1,0.374,0.766
1,0.192,0.13
1,0.872,0.718
1,0.762,0.062
0,0.488,0.248
0,0.876,0.61
0,0.096,0.632
0,0.048,0.58
0,0.382,0.622
1,0.198,0.23
1,0.738,0.124
1,0.222,0.76
1,0.162,0.13
1,0.172,0.102
1,0.856,0.12
0,0.03,0.468
0,0.432,0.196
1,0.134,0.848
0,0.564,0.54
1,0.79,0.22
0,0.07,0.414
1,0.188,0.84
0,0.53,0.324
1,0.088,0.218
0,0.108,0.568
0,0.462,0.482
1,0.846,0.154
1,0.946,0.048
1,0.078,0.816
1,0.822,0.142
0,0.12,0.45
1,0.124,0.186
0,0.854,0.556
0,0.43,0.416
0,0.798,0.566
0,0.59,0.59
0,0.024,0.55
0,0.458,0.524
1,0.86,0.122
0,0.634,0.568
0,0.834,0.44
1,0.788,0.004
1,0.126,0.826
1,0.678,0.332
0,0.344,0.584
1,0.788,0.134
0,0.562,0.17
