label,alpha,beta
0,0.354,0.646
1,0.26,0.608
0,0.928,0.64
0,0.516,0.116
1,0.228,0.596
1,0.494,0.786
1,0.272,0.242
0,0.518,0.502
1,0.094,0.208
0,0.92,0.64
1,0.286,0.282
0,0.37,0.69
0,0.452,0.28
0,0.396,0.8
0,0.392,0.804
1,0.498,0.858
1,0.23,0.568
0,0.728,0.452
1,0.268,0.288
1,0.144,0.45
1,0.498,0.93
1,0.234,0.258
1,0.126,0.224
1,0.354,0.746
0,0.436,0.796
1,0.158,0.184
0,0.896,0.6
1,0.258,0.578
0,0.62,0.696
1,0.484,0.784
0,0.566,0.712
0,0.514,0.468
1,0.262,0.584
0,0.724,0.388
1,0.252,0.568
0,0.528,0.486
1,0.264,0.358
1,0.11,0.352
0,0.286,0.598
0,0.738,0.412
1,0.096,0.25
1,0.306,0.704
0,0.636,0.232
1,0.18,0.162
0,0.316,0.35
0,0.486,0.472
1,0.358,0.72
0,0.442,0.288
1,0.546,0.91
1,0.388,0.428
0,0.732,0.49
1,0.5,0.784
1,0.516,0.854
0,0.536,0.498
0,0.494,0.484
0,0.672,0.336
0,0.484,0.478
0,0.504,0.508
0,0.398,0.66
1,0.51,0.826
0,0.51,0.11
0,0.288,0.568
0,0.642,0.678
1,0.294,0.74
0,0.516,0.742
0,0.618,0.196
1,0.29,0.296
0,0.59,0.216
0,0.258,0.476
1,0.216,0.576
1,0.328,0.742
0,0.732,0.45
1,0.33,0.746
0,0.286,0.516
1,0.53,0.894
0,0.67,0.262
1,0.52,0.874
1,0.338,0.728
1,0.246,0.558
0,0.454,0.272
0,0.282,0.448
0,0.45,0.498
0,0.908,0.616
1,0.232,0.602
0,0.28,0.492
1,0.33,0.742
0,0.61,0.196
1,0.14,0.166
0,0.67,0.684
0,0.31,0.648
0,0.896,0.612
1,0.36,0.766
1,0.352,0.738
0,0.666,0.312
0,0.326,0.62
1,0.522,0.77
0,0.412,0.774
0,0.502,0.46
1,0.31,0.296
1,0.184,0.21
1,0.078,0.25
1,0.098,0.296
1,0.334,0.736
1,0.232,0.54
1,0.334,0.776
0,0.54,0.48
0,0.572,0.724
1,0.218,0.552
0,0.408,0.764
0,0.4,0.748
1,0.082,0.272
0,0.356,0.694
0,0.458,0.47
1,0.398,0.83
0,0.698,0.65
1,0.182,0.192
0,0.716,0.394
0,0.656,0.33
0,0.414,0.706
0,0.3,0.62
0,0.618,0.2
1,0.256,0.25
0,0.268,0.566
1,0.326,0.68
1,0.226,0.274
0,0.704,0.484
1,0.172,0.226
0,0.444,0.72
1,0.212,0.506
1,0.36,0.754
0,0.376,0.754
1,0.186,0.182
0,0.448,0.498
0,0.448,0.86
1,0.302,0.32
0,0.49,0.494
0,0.924,0.674
0,0.492,0.472
0,0.71,0.432
1,0.22,0.492
1,0.48,0.794
1,0.082,0.264
0,0.848,0.602
0,0.652,0.234
1,0.24,0.604
0,0.312,0.584
1,0.352,0.804
0,0.314,0.526
0,0.746,0.46
0,0.488,0.47
0,0.294,0.45
0,0.534,0.48
0,0.53,0.504
0,0.508,0.106
1,0.082,0.21
1,0.51,0.86
0,0.536,0.46
0,0.44,0.782
1,0.374,0.786
1,0.144,0.34
1,0.11,0.288
0,0.282,0.564
0,0.452,0.53
1,0.18,0.158
0,0.63,0.298
1,0.386,0.572
0,0.602,0.18
0,0.432,0.264
1,0.168,0.424
1,0.188,0.206
0,0.54,0.704
0,0.58,0.716
1,0.194,0.49
1,0.518,0.876
0,0.5,0.104
0,0.706,0.386
1,0.19,0.464
0,0.362,0.672
1,0.504,0.94
1,0.11,0.228
0,0.668,0.346
0,0.524,0.102
1,0.124,0.152
1,0.496,0.832
1,0.512,0.878
0,0.434,0.782
0,0.506,0.736
0,0.31,0.536
1,0.112,0.332
0,0.618,0.22
0,0.53,0.712
0,0.292,0.604
1,0.502,0.84
0,0.294,0.472
1,0.238,0.652
0,0.3,0.62
0,0.378,0.702
0,0.55,0.73
0,0.838,0.474
0,0.514,0.48
1,0.37,0.788
0,0.306,0.594
1,0.158,0.402
1,0.506,0.772
1,0.14,0.166
1,0.122,0.156
1,0.334,0.744
0,0.518,0.098
1,0.262,0.264
0,0.62,0.682
1,0.512,0.846
0,0.9,0.638
1,0.234,0.236
0,0.51,0.472
1,0.288,0.354
1,0.218,0.576
1,0.07,0.274
0,0.714,0.44
0,0.648,0.234
1,0.188,0.14
0,0.424,0.298
0,0.728,0.434
1,0.11,0.324
0,0.764,0.456
1,0.356,0.776
1,0.086,0.252
1,0.496,0.842
0,0.328,0.668
1,0.126,0.38
1,0.192,0.196
1,0.536,0.926
0,0.314,0.298
1,0.142,0.186
1,0.202,0.22
1,0.268,0.246
0,0.498,0.494
1,0.224,0.278
0,0.244,0.47
1,0.426,0.888
1,0.096,0.246
1,0.384,0.87
0,0.284,0.522
1,0.198,0.482
0,0.302,0.576
1,0.078,0.228
1,0.262,0.272
0,0.634,0.182
0,0.318,0.626
1,0.542,0.862
0,0.498,0.496
0,0.878,0.58
1,0.088,0.2
1,0.278,0.234
0,0.46,0.504
0,0.308,0.564
0,0.54,0.136
0,0.678,0.326
1,0.214,0.584
1,0.298,0.702
1,0.3,0.31
0,0.254,0.568
0,0.278,0.512
0,0.608,0.69
1,0.104,0.21
0,0.494,0.49
0,0.626,0.266
0,0.696,0.358
0,0.626,0.196
0,0.408,0.726
0,0.51,0.498
0,0.446,0.498
1,0.142,0.396
0,0.526,0.124
0,0.734,0.482
0,0.256,0.548
1,0.192,0.198
1,0.18,0.512
0,0.566,0.74
0,0.608,0.228
0,0.418,0.766
0,0.886,0.612
1,0.288,0.29
0,0.45,0.24
0,0.882,0.67
0,0.642,0.196
1,0.362,0.782
0,0.566,0.166
0,0.572,0.132
1,0.066,0.226
0,0.534,0.452
0,0.64,0.282
0,0.684,0.418
1,0.25,0.224
1,0.268,0.642
1,0.238,0.632
0,0.432,0.784
0,0.628,0.19
0,0.308,0.634
0,0.674,0.672
0,0.296,0.442
1,0.48,0.77
1,0.276,0.334
1,0.238,0.606
0,0.464,0.26
0,0.89,0.6
1,0.136,0.352
0,0.504,0.11
1,0.544,0.85
1,0.292,0.318
1,0.28,0.314
0,0.714,0.38
1,0.232,0.27
0,0.432,0.782
1,0.24,0.694
1,0.338,0.756
0,0.506,0.508
0,0.516,0.462
1,0.186,0.5
0,0.534,0.134
0,0.648,0.242
1,0.522,0.836
0,0.388,0.714
1,0.126,0.228
1,0.12,0.288
1,0.132,0.162
1,0.278,0.298
0,0.276,0.55
0,0.59,0.204
0,0.668,0.626
1,0.23,0.282
1,0.388,0.75
1,0.15,0.372
0,0.418,0.774
1,0.538,0.862
1,0.232,0.302
0,0.642,0.262
1,0.212,0.56
1,0.496,0.8
0,0.296,0.576
1,0.32,0.678
0,0.316,0.678
0,0.51,0.106
1,0.092,0.27
1,0.216,0.56
1,0.192,0.518
1,0.372,0.776
1,0.502,0.966
1,0.354,0.804
1,0.23,0.236
0,0.484,0.494
0,0.468,0.508
1,0.162,0.348
0,0.338,0.338
1,0.106,0.21
1,0.31,0.316
1,0.448,0.866
1,0.31,0.65
1,0.508,0.812
0,0.738,0.482
0,0.372,0.636
1,0.108,0.318
1,0.438,0.886
0,0.68,0.256
0,0.534,0.498
0,0.732,0.462
0,0.398,0.65
1,0.202,0.43
0,0.644,0.254
0,0.722,0.434
1,0.302,0.252
0,0.464,0.812
1,0.21,0.556
1,0.36,0.772
0,0.644,0.274
0,0.534,0.498
0,0.52,0.468
1,0.23,0.624
1,0.242,0.606
0,0.666,0.286
0,0.332,0.678
0,0.906,0.604
1,0.354,0.726
1,0.198,0.218
0,0.598,0.176
1,0.5,0.822
0,0.254,0.53
1,0.194,0.202
1,0.274,0.674
1,0.258,0.248
0,0.39,0.75
0,0.644,0.268
1,0.518,0.916
1,0.312,0.656
0,0.646,0.276
0,0.486,0.508
1,0.184,0.172
0,0.558,0.742
1,0.25,0.264
1,0.098,0.178
0,0.406,0.774
0,0.432,0.264
1,0.236,0.584
0,0.484,0.51
1,0.14,0.152
0,0.888,0.592
0,0.51,0.474
0,0.494,0.496
0,0.29,0.532
1,0.524,0.804
0,0.538,0.492
1,0.196,0.196
1,0.272,0.624
0,0.51,0.082
0,0.268,0.558
1,0.344,0.716
0,0.524,0.526
1,0.228,0.178
1,0.254,0.338
0,0.452,0.806
1,0.356,0.762
1,0.338,0.758
1,0.114,0.312
0,0.524,0.458
0,0.898,0.674
0,0.67,0.658
0,0.268,0.454
0,0.646,0.26
0,0.518,0.522
1,0.518,0.916
1,0.548,0.854
0,0.404,0.706
1,0.106,0.204
1,0.52,0.934
0,0.538,0.75
0,0.76,0.43
1,0.088,0.238
1,0.208,0.216
0,0.752,0.422
0,0.452,0.814
0,0.704,0.44
0,0.532,0.488
0,0.916,0.638
1,0.09,0.22
0,0.464,0.696
0,0.54,0.734
1,0.482,0.968
0,0.488,0.502
1,0.316,0.72
1,0.304,0.316
1,0.228,0.24
1,0.254,0.646
1,0.242,0.28
1,0.244,0.242
1,0.524,0.92
1,0.08,0.214
1,0.36,0.768
1,0.12,0.18
1,0.334,0.732
0,0.302,0.498
1,0.196,0.496
0,0.318,0.64
0,0.714,0.482
1,0.414,0.904
0,0.308,0.604
0,0.632,0.19
0,0.55,0.472
0,0.618,0.218
0,0.464,0.726
1,0.304,0.71
1,0.282,0.668
0,0.404,0.65
1,0.204,0.188
1,0.306,0.692
1,0.568,0.872
0,0.906,0.636
1,0.488,0.914
1,0.388,0.816
1,0.18,0.188
0,0.458,0.514
1,0.24,0.6
1,0.06,0.26
0,0.41,0.694
1,0.078,0.218
1,0.116,0.186
1,0.138,0.384
0,0.6,0.134
1,0.174,0.462
1,0.166,0.436
0,0.538,0.082
1,0.532,0.814
1,0.488,0.776
1,0.378,0.862
0,0.684,0.266
0,0.538,0.068
0,0.356,0.668
1,0.242,0.262
0,0.492,0.512
0,0.346,0.68
0,0.374,0.67
1,0.322,0.25
0,0.442,0.798
0,0.73,0.46
1,0.088,0.23
0,0.532,0.488
1,0.504,0.808
1,0.402,0.902
0,0.334,0.66
1,0.378,0.786
1,0.138,0.16
0,0.386,0.672
0,0.404,0.714
0,0.496,0.708
0,0.316,0.592
1,0.272,0.34
0,0.394,0.766
0,0.722,0.356
1,0.236,0.568
1,0.546,0.906
1,0.13,0.17
1,0.184,0.476
0,0.716,0.36
1,0.484,0.768
1,0.09,0.266
1,0.17,0.18
0,0.484,0.498
1,0.116,0.176
0,0.282,0.45
1,0.386,0.812
0,0.716,0.444
0,0.392,0.71
1,0.246,0.288
1,0.194,0.192
0,0.572,0.172
0,0.516,0.12
0,0.286,0.57
0,0.306,0.622
1,0.102,0.25
1,0.52,0.828
1,0.192,0.508
1,0.428,0.934
1,0.37,0.786
0,0.45,0.504
0,0.604,0.686
0,0.482,0.506
0,0.654,0.26
0,0.458,0.802
0,0.432,0.754
1,0.068,0.28
0,0.426,0.834
0,0.736,0.514
1,0.262,0.326
1,0.226,0.594
1,0.34,0.704
1,0.216,0.458
0,0.424,0.646
1,0.4,0.918
0,0.434,0.804
1,0.342,0.738
1,0.488,0.812
1,0.096,0.254
1,0.258,0.288
1,0.3,0.708
1,0.07,0.29
0,0.476,0.546
0,0.298,0.52
1,0.302,0.716
0,0.27,0.572
0,0.528,0.506
0,0.686,0.258
1,0.09,0.338
0,0.476,0.532
1,0.192,0.504
1,0.534,0.872
0,0.602,0.688
1,0.268,0.246
0,0.48,0.534
1,0.242,0.324
1,0.238,0.572
1,0.374,0.79
1,0.254,0.266
0,0.644,0.23
0,0.572,0.162
1,0.286,0.354
0,0.508,0.482
0,0.504,0.508
1,0.206,0.516
0,0.656,0.664
0,0.512,0.5
1,0.212,0.206
1,0.062,0.242
0,0.422,0.796
0,0.54,0.496
1,0.214,0.584
1,0.084,0.194
0,0.27,0.528
0,0.344,0.586
0,0.462,0.516
1,0.078,0.214
1,0.154,0.414
0,0.932,0.652
1,0.14,0.178
1,0.274,0.318
0,0.438,0.84
0,0.412,0.746
1,0.524,0.872
0,0.46,0.494
1,0.192,0.492
1,0.4,0.89
1,0.326,0.27
0,0.406,0.706
0,0.334,0.61
1,0.328,0.746
1,0.538,0.866
0,0.428,0.716
1,0.356,0.232
1,0.1,0.23
1,0.162,0.412
1,0.514,0.804
1,0.25,0.6
0,0.678,0.672
0,0.424,0.772
1,0.146,0.17
1,0.512,0.946
1,0.412,0.842
0,0.61,0.192
0,0.418,0.682
1,0.476,0.794
0,0.414,0.782
1,0.228,0.21
1,0.318,0.684
1,0.434,0.87
0,0.464,0.514
0,0.472,0.748
1,0.174,0.422
1,0.21,0.49
1,0.364,0.714
1,0.312,0.266
0,0.25,0.516
1,0.096,0.33
1,0.408,0.866
0,0.31,0.59
0,0.724,0.372
0,0.4,0.686
0,0.488,0.708
1,0.182,0.208
1,0.152,0.378
0,0.678,0.22
1,0.266,0.258
1,0.32,0.71
0,0.492,0.486
0,0.48,0.514
0,0.316,0.586
0,0.646,0.67
1,0.434,0.902
1,0.33,0.724
0,0.44,0.826
0,0.442,0.266
0,0.632,0.186
1,0.262,0.624
1,0.152,0.45
1,0.264,0.222
1,0.276,0.34
0,0.296,0.58
1,0.52,0.838
0,0.472,0.772
1,0.12,0.346
0,0.456,0.824
1,0.562,0.868
0,0.47,0.848
1,0.348,0.824
1,0.288,0.284
0,0.404,0.74
1,0.366,0.802
0,0.502,0.098
1,0.302,0.262
1,0.232,0.204
1,0.274,0.262
0,0.65,0.652
0,0.602,0.218
0,0.492,0.696
0,0.662,0.258
1,0.168,0.392
0,0.406,0.268
0,0.718,0.454
1,0.11,0.236
1,0.084,0.27
0,0.716,0.452
0,0.312,0.598
1,0.504,0.948
0,0.406,0.754
1,0.254,0.232
0,0.516,0.48
0,0.736,0.414
1,0.504,0.818
1,0.504,0.812
0,0.548,0.152
0,0.392,0.654
0,0.514,0.478
1,0.212,0.216
0,0.376,0.724
1,0.484,0.976
0,0.444,0.83
1,0.248,0.584
0,0.462,0.796
0,0.386,0.686
0,0.268,0.458
0,0.496,0.744
0,0.5,0.096
0,0.48,0.486
1,0.128,0.364
1,0.274,0.328
0,0.864,0.582
0,0.476,0.502
0,0.5,0.468
1,0.51,0.924
1,0.168,0.452
0,0.734,0.446
0,0.36,0.686
0,0.42,0.704
0,0.55,0.14
1,0.358,0.808
0,0.928,0.634
0,0.914,0.592
1,0.184,0.504
1,0.152,0.164
1,0.506,0.948
1,0.536,0.846
0,0.758,0.482
1,0.192,0.234
1,0.316,0.728
1,0.46,0.874
1,0.524,0.856
0,0.438,0.838
0,0.59,0.716
0,0.526,0.512
1,0.324,0.766
0,0.534,0.13
0,0.53,0.49
1,0.386,0.802
0,0.66,0.662
0,0.482,0.558
0,0.902,0.592
0,0.354,0.666
1,0.108,0.196
0,0.478,0.528
0,0.424,0.728
1,0.094,0.214
0,0.446,0.786
0,0.264,0.534
1,0.148,0.15
0,0.502,0.492
0,0.506,0.504
1,0.344,0.794
1,0.43,0.916
0,0.328,0.586
1,0.168,0.174
0,0.706,0.378
0,0.41,0.83
0,0.49,0.528
1,0.244,0.248
0,0.316,0.54
1,0.228,0.282
0,0.746,0.466
0,0.576,0.15
0,0.518,0.718
1,0.074,0.232
0,0.396,0.706
0,0.486,0.488
0,0.274,0.434
0,0.664,0.278
1,0.244,0.624
0,0.268,0.462
0,0.432,0.768
0,0.476,0.718
1,0.112,0.298
1,0.362,0.784
0,0.532,0.728
1,0.29,0.322
1,0.09,0.244
1,0.416,0.838
0,0.488,0.504
0,0.324,0.65
1,0.076,0.192
1,0.204,0.526
0,0.59,0.196
1,0.136,0.412
1,0.378,0.754
0,0.684,0.632
0,0.69,0.328
0,0.502,0.502
0,0.312,0.628
1,0.538,0.796
0,0.476,0.48
0,0.514,0.488
1,0.146,0.314
1,0.354,0.802
0,0.46,0.512
1,0.31,0.718
0,0.366,0.688
1,0.164,0.182
1,0.216,0.57
0,0.536,0.498
1,0.378,0.768
0,0.528,0.482
1,0.19,0.502
1,0.138,0.158
1,0.256,0.278
1,0.368,0.794
0,0.27,0.432
0,0.504,0.502
0,0.464,0.496
1,0.266,0.268
1,0.246,0.616
0,0.548,0.11
1,0.248,0.248
1,0.252,0.626
0,0.704,0.39
0,0.512,0.11
0,0.624,0.7
1,0.11,0.186
0,0.73,0.464
0,0.722,0.392
1,0.302,0.672
0,0.596,0.694
0,0.318,0.318
0,0.71,0.612
0,0.66,0.246
1,0.154,0.324
0,0.756,0.466
1,0.508,0.812
1,0.504,0.86
1,0.43,0.898
1,0.08,0.274
1,0.09,0.234
1,0.276,0.34
1,0.25,0.258
0,0.882,0.624
1,0.172,0.476
1,0.28,0.288
0,0.892,0.586
1,0.16,0.21
1,0.174,0.48
0,0.282,0.392
1,0.196,0.47
0,0.318,0.644
0,0.322,0.584
1,0.154,0.404
1,0.442,0.942
0,0.646,0.282
1,0.232,0.556
0,0.556,0.12
0,0.254,0.57
0,0.742,0.464
1,0.43,0.914
0,0.352,0.676
1,0.412,0.904
1,0.504,0.828
1,0.198,0.432
0,0.468,0.456
0,0.418,0.764
0,0.512,0.51
1,0.128,0.188
0,0.672,0.27
0,0.392,0.752
1,0.3,0.278
1,0.234,0.262
0,0.658,0.266
0,0.298,0.532
0,0.49,0.696
1,0.254,0.64
1,0.276,0.282
1,0.244,0.288
0,0.342,0.624
1,0.264,0.59
0,0.506,0.104
0,0.74,0.44
0,0.502,0.5
1,0.258,0.292
0,0.518,0.15
0,0.432,0.704
0,0.654,0.658
0,0.686,0.272
1,0.236,0.262
1,0.16,0.464
0,0.494,0.122
0,0.388,0.678
0,0.694,0.63
1,0.39,0.832
1,0.274,0.324
0,0.306,0.576
1,0.23,0.642
0,0.296,0.594
0,0.502,0.476
0,0.358,0.712
1,0.296,0.326
1,0.54,0.878
1,0.106,0.178
0,0.444,0.766
0,0.924,0.65
0,0.542,0.128
1,0.374,0.8
0,0.446,0.684
0,0.428,0.268
0,0.298,0.6
0,0.486,0.472
1,0.264,0.602
1,0.262,0.222
1,0.256,0.256
0,0.634,0.662
1,0.172,0.372
0,0.35,0.646
0,0.502,0.494
0,0.262,0.494
1,0.418,0.848
0,0.412,0.744
0,0.476,0.522
0,0.65,0.278
1,0.066,0.222
1,0.514,0.858
1,0.278,0.716
1,0.124,0.35
0,0.52,0.472
1,0.482,0.77
1,0.504,0.82
0,0.5,0.488
0,0.57,0.708
0,0.436,0.798
1,0.106,0.226
1,0.12,0.2
0,0.312,0.578
0,0.538,0.708
1,0.5,0.79
0,0.456,0.868
1,0.242,0.292
0,0.428,0.672
1,0.166,0.478
0,0.488,0.46
1,0.274,0.298
1,0.122,0.342
0,0.394,0.66
1,0.218,0.538
0,0.528,0.506
1,0.474,0.798
0,0.524,0.474
0,0.404,0.754
1,0.494,0.808
1,0.15,0.396
1,0.492,0.794
0,0.5,0.516
0,0.518,0.474
0,0.52,0.5
0,0.666,0.642
0,0.496,0.51
1,0.162,0.4
0,0.872,0.586
1,0.234,0.634
0,0.432,0.77
1,0.086,0.3
1,0.174,0.43
0,0.314,0.628
0,0.452,0.832
1,0.494,0.81
0,0.55,0.142
0,0.45,0.708
0,0.298,0.54
1,0.194,0.45
0,0.61,0.23
1,0.336,0.774
0,0.89,0.59
0,0.318,0.578
0,0.89,0.612
1,0.32,0.69
0,0.466,0.84
0,0.468,0.47
0,0.712,0.394
0,0.512,0.48
1,0.164,0.238
1,0.498,0.812
1,0.284,0.704
1,0.21,0.186
1,0.542,0.874
0,0.29,0.596
1,0.126,0.156
1,0.14,0.388
0,0.486,0.496
1,0.1,0.234
0,0.514,0.506
0,0.53,0.516
1,0.534,0.784
0,0.884,0.596
0,0.622,0.71
0,0.734,0.432
1,0.534,0.896
1,0.246,0.628
1,0.386,0.83
1,0.09,0.264
0,0.33,0.632
0,0.522,0.114
0,0.412,0.694
0,0.312,0.63
0,0.476,0.524
1,0.484,0.764
0,0.654,0.298
0,0.672,0.304
1,0.188,0.514
0,0.364,0.646
1,0.166,0.458
1,0.304,0.26
1,0.292,0.354
0,0.884,0.594
1,0.252,0.266
1,0.264,0.256
1,0.39,0.838
1,0.272,0.34
0,0.31,0.638
0,0.508,0.526
1,0.33,0.722
0,0.394,0.722
0,0.748,0.494
0,0.48,0.5
1,0.476,0.81
0,0.72,0.492
0,0.532,0.724
1,0.218,0.264
0,0.708,0.418
0,0.606,0.718
0,0.638,0.216
1,0.24,0.376
0,0.746,0.436
0,0.736,0.438
0,0.498,0.49
0,0.434,0.786
0,0.636,0.22
1,0.204,0.482
0,0.398,0.78
0,0.408,0.674
0,0.658,0.336
0,0.914,0.648
0,0.286,0.586
0,0.292,0.592
0,0.468,0.476
1,0.168,0.158
0,0.734,0.47
1,0.502,0.802
0,0.742,0.468
1,0.236,0.25
1,0.094,0.228
1,0.168,0.168
1,0.494,0.786
1,0.382,0.824
1,0.15,0.182
1,0.494,0.804
1,0.232,0.628
1,0.19,0.464
0,0.454,0.7
1,0.374,0.888
1,0.422,0.906
0,0.616,0.196
1,0.38,0.78
1,0.29,0.694
0,0.41,0.664
1,0.112,0.184
1,0.182,0.38
1,0.398,0.804
0,0.486,0.492
0,0.408,0.754
1,0.336,0.78
0,0.658,0.206
0,0.292,0.384
0,0.388,0.704
0,0.426,0.712
1,0.266,0.248
0,0.314,0.552
1,0.314,0.74
1,0.11,0.198
0,0.464,0.452
1,0.414,0.894
0,0.75,0.51
0,0.418,0.776
1,0.17,0.35
0,0.562,0.182
1,0.236,0.642
0,0.544,0.442
1,0.046,0.214
0,0.476,0.866
0,0.332,0.628
1,0.08,0.224
0,0.678,0.274
1,0.208,0.52
1,0.148,0.352
0,0.538,0.502
1,0.098,0.22
0,0.402,0.714
0,0.542,0.712
0,0.46,0.724
1,0.11,0.32
1,0.186,0.428
0,0.698,0.642
1,0.516,0.808
0,0.638,0.236
1,0.538,0.932
0,0.482,0.496
0,0.632,0.172
1,0.238,0.22
0,0.88,0.588
1,0.322,0.262
1,0.278,0.35
0,0.48,0.862
0,0.542,0.484
1,0.514,0.842
1,0.148,0.434
1,0.266,0.314
0,0.522,0.726
1,0.316,0.262
1,0.208,0.506
0,0.282,0.508
0,0.904,0.636
1,0.236,0.28
0,0.25,0.442
0,0.658,0.332
0,0.48,0.47
0,0.454,0.888
1,0.048,0.24
0,0.474,0.51
1,0.532,0.874
0,0.726,0.516
0,0.428,0.672
1,0.49,0.828
1,0.374,0.768
0,0.28,0.446
0,0.28,0.532
1,0.392,0.808
1,0.15,0.15
0,0.514,0.096
1,0.528,0.88
0,0.422,0.758
1,0.144,0.154
1,0.262,0.27
1,0.056,0.278
0,0.322,0.682
1,0.096,0.286
1,0.506,0.822
0,0.622,0.192
1,0.222,0.514
1,0.198,0.458
0,0.282,0.568
1,0.498,0.806
0,0.624,0.184
1,0.052,0.27
0,0.458,0.82
0,0.456,0.884
0,0.428,0.78
0,0.434,0.268
1,0.534,0.928
1,0.382,0.83
0,0.558,0.164
0,0.526,0.514
1,0.314,0.72
1,0.484,0.83
1,0.352,0.808
1,0.164,0.496
1,0.14,0.166
0,0.44,0.792
1,0.232,0.566
0,0.412,0.706
1,0.324,0.718
1,0.476,0.968
0,0.362,0.688
1,0.516,0.892
1,0.406,0.808
1,0.288,0.22
1,0.506,0.82
1,0.318,0.674
1,0.506,0.79
0,0.292,0.584
0,0.738,0.526
0,0.466,0.862
0,0.264,0.418
1,0.094,0.278
1,0.104,0.302
0,0.45,0.298
0,0.62,0.178
0,0.474,0.558
0,0.676,0.316
0,0.506,0.516
1,0.208,0.2
1,0.218,0.542
1,0.4,0.854
0,0.516,0.49
0,0.242,0.44
1,0.13,0.42
1,0.088,0.318
1,0.192,0.176
1,0.332,0.714
0,0.68,0.26
0,0.602,0.7
1,0.482,0.924
1,0.16,0.378
1,0.506,0.804
1,0.226,0.55
0,0.312,0.6
1,0.394,0.848
1,0.258,0.27
0,0.322,0.372
1,0.414,0.872
0,0.392,0.712
1,0.142,0.38
1,0.402,0.874
1,0.484,0.946
1,0.152,0.364
1,0.526,0.834
0,0.312,0.626
0,0.47,0.838
0,0.536,0.714
1,0.156,0.142
1,0.138,0.456
0,0.41,0.734
0,0.898,0.642
1,0.274,0.346
1,0.358,0.794
1,0.496,0.798
1,0.274,0.324
0,0.358,0.674
0,0.512,0.482
1,0.188,0.168
0,0.504,0.472
1,0.504,0.932
1,0.262,0.378
1,0.266,0.296
1,0.41,0.77
0,0.308,0.646
1,0.076,0.236
1,0.216,0.186
0,0.564,0.16
1,0.34,0.742
0,0.31,0.536
1,0.178,0.434
1,0.29,0.294
1,0.484,0.846
0,0.48,0.492
1,0.47,0.968
1,0.362,0.786
1,0.512,0.864
0,0.564,0.172
0,0.616,0.21
1,0.104,0.32
1,0.518,0.826
0,0.716,0.39
1,0.27,0.258
0,0.648,0.228
1,0.216,0.492
0,0.656,0.65
0,0.53,0.166
1,0.136,0.362
0,0.68,0.25
1,0.142,0.34
0,0.752,0.48
1,0.318,0.726
1,0.174,0.502
1,0.092,0.218
1,0.308,0.676
1,0.238,0.282
0,0.258,0.534
0,0.41,0.698
0,0.508,0.488
0,0.404,0.714
1,0.554,0.844
0,0.628,0.676
0,0.49,0.468
1,0.142,0.18
0,0.584,0.182
1,0.112,0.304
1,0.54,0.886
1,0.33,0.724
0,0.382,0.666
1,0.142,0.396
0,0.27,0.51
1,0.252,0.256
0,0.654,0.232
0,0.382,0.68
0,0.754,0.43
1,0.252,0.652
1,0.19,0.498
0,0.316,0.612
0,0.63,0.29
0,0.33,0.588
1,0.122,0.178
0,0.346,0.65
0,0.328,0.618
1,0.23,0.302
0,0.294,0.572
1,0.342,0.776
0,0.282,0.556
0,0.53,0.492
1,0.458,0.916
0,0.366,0.694
0,0.594,0.172
1,0.392,0.798
0,0.654,0.234
0,0.34,0.62
1,0.316,0.768
0,0.61,0.706
1,0.52,0.808
1,0.348,0.762
0,0.452,0.492
1,0.318,0.696
0,0.32,0.634
1,0.356,0.774
1,0.346,0.746
1,0.536,0.904
1,0.368,0.822
1,0.508,0.94
1,0.344,0.798
0,0.756,0.486
0,0.734,0.454
0,0.572,0.166
0,0.502,0.7
1,0.226,0.288
1,0.536,0.776
1,0.416,0.886
1,0.506,0.882
0,0.936,0.656
0,0.5,0.698
1,0.11,0.192
0,0.502,0.47
0,0.64,0.188
0,0.266,0.5
1,0.106,0.164
1,0.224,0.55
1,0.348,0.736
1,0.222,0.54
1,0.518,0.808
1,0.516,0.83
1,0.37,0.8
1,0.338,0.79
1,0.514,0.93
1,0.506,0.774
1,0.532,0.896
1,0.376,0.812
1,0.524,0.89
1,0.46,0.912
1,0.486,0.766
1,0.52,0.918
1,0.452,0.92
1,0.356,0.772
