target,alpha,beta
1,0.0,14.993307
1,0.0,0.422482
1,0.0,3.507307
0,2.704918,0.0
0,0.853287,0.0
0,2.27519,0.0
1,0.0,9.243466
1,0.0,0.280843
1,0.0,0.839382
1,0.083383,1.000596
0,2.713178,0.0
1,0.294118,1.372549
1,0.104556,0.627334
0,0.626048,0.078256
1,0.0,3.471074
1,0.0,1.201144
1,0.0,2.418699
0,1.757826,0.02408
0,1.577938,0.0
1,0.088608,0.620253
1,0.0,0.270924
1,0.0,2.481013
0,1.22093,0.0
0,1.108945,0.0
1,0.0,2.276423
0,2.258065,0.0
0,0.315315,0.0
1,0.0,3.577093
1,0.0,1.290984
0,0.409357,0.0
0,4.941176,0.0
0,2.02384,0.0
1,0.0,4.452926
0,1.123275,0.0
0,0.478192,0.0
0,2.840095,0.0
1,0.0,3.089983
0,2.895981,0.248227
0,0.916808,0.0
1,0.0,4.567127
1,0.0,10.331325
0,0.436732,0.0
0,2.886598,0.0
0,0.363047,0.0
0,10.510511,0.0
0,3.19797,0.0
0,1.0901,0.0
1,0.0,3.89755
0,0.45677,0.0
0,1.015862,0.0
0,1.175373,0.087065
0,0.62858,0.0
1,0.0,6.671631
1,0.0,1.220423
0,0.735874,0.036794
1,0.0,4.386423
1,0.0,0.248815
0,3.220705,0.0
0,0.876494,0.0
1,0.0,2.72
0,1.134522,0.453809
0,1.801802,0.0
1,0.0,1.883408
0,1.24031,0.077519
0,2.384428,0.0
1,0.0,3.043478
0,1.355112,0.0
1,0.0,0.255048
0,2.520458,0.0
1,0.033477,2.745098
0,0.681502,0.0
0,0.59893,0.0
1,0.0,2.1802
1,0.0,3.343949
1,0.0,1.854951
1,0.0,10.00841
0,0.912079,0.0
0,0.397727,0.026515
1,0.0,3.676768
0,1.7492,0.0
1,0.0,0.239487
0,1.079944,0.0
1,0.0,3.45098
0,1.981132,0.0
1,0.0,0.250784
0,5.176849,0.0
1,0.0,1.78117
1,0.069427,1.006695
0,1.614256,0.0
1,0.0,6.911596
0,3.753351,0.0
1,0.0,0.262377
1,0.0,10.014599
0,0.498179,0.0
0,1.76259,0.0
1,0.0,2.44186
1,0.0,2.231668
1,0.0,1.701389
0,0.64772,0.0
0,5.121951,0.0
1,0.0,9.481268
0,2.222222,0.0
1,0.0,1.135903
1,0.0,0.266328
0,0.773908,0.0
1,0.0,1.753568
0,1.324086,0.0
1,0.0,1.480363
0,7.175209,0.834327
0,3.296888,0.0
0,4.422278,0.0
1,0.0,4.106145
0,0.200286,0.0
0,0.55336,0.0
1,0.0,4.932249
1,0.0,7.82305
1,0.0,6.967341
0,1.973846,0.100123
1,0.086154,4.049231
1,0.0,1.076498
0,3.315789,0.0
0,18.681319,0.0
0,1.073482,0.0
0,2.128892,0.0
0,2.637954,1.695828
0,3.535354,0.0
0,1.590909,0.0
1,0.116279,3.139535
0,0.29733,0.0
1,0.0,5.725309
1,0.0,2.651934
0,1.4,0.0
1,0.3,3.9
0,1.142654,0.0
1,0.0,1.819757
0,2.391119,0.0
1,0.0,2.15859
0,2.185603,0.0
0,0.934891,0.0
0,1.580433,0.0
1,0.0,4.032922
0,0.381669,0.0
1,0.0,4.089268
0,0.932556,0.058285
1,0.0,2.86445
1,0.026158,0.49701
0,0.602799,0.0
1,0.0,0.133779
0,2.583973,0.0
1,0.0,4.351005
1,0.0,10.65449
0,3.85,0.0
0,0.453441,0.11336
0,3.748191,0.0
0,1.804124,0.0
0,0.728083,0.0
1,0.0,3.631124
0,2.663043,0.0
0,1.313184,0.0
0,0.761632,0.0
0,2.91253,0.0
1,0.0,1.021898
0,5.979899,0.0
0,0.195095,0.0
0,1.163103,0.0
1,0.0,1.382228
0,4.142012,0.207101
1,0.0,0.24841
1,0.0,0.255786
0,1.463652,0.0
0,1.821434,0.022768
1,0.510949,0.756204
1,0.0,2.236842
0,1.206684,0.049252
0,1.310502,0.0
1,0.050928,5.95853
1,0.0,0.29101
1,0.0,1.838286
1,0.0,2.055138
1,0.0,0.234081
0,0.285659,0.0
0,0.655804,0.0
1,0.0,2.725061
0,0.777058,0.0
0,2.044791,0.0
1,0.0,0.363636
0,0.35488,0.0
0,2.491103,0.0
0,1.115538,0.0
1,0.0,4.569733
1,0.0,2.194357
0,3.173804,0.0
0,3.033827,0.0
0,0.676329,0.0
0,2.627239,0.0
1,0.0,0.400458
1,0.0,3.117409
1,0.0,4.935897
0,1.85124,0.0
0,1.474755,0.0
1,0.0,10.489297
1,1.731959,4.907216
1,0.0,2.793017
1,0.0,5.137615
0,1.626805,0.0
0,0.479452,0.0
0,3.397291,0.0
0,1.0,0.0
1,0.0,0.248889
1,0.0,0.144928
1,0.0,0.22027
0,2.377358,0.0
1,0.0,2.145749
0,0.711864,0.0
0,1.52204,0.027673
0,2.067039,0.0
0,1.124047,0.0
1,0.1817,1.181051
1,0.0,4.146423
0,0.978317,0.0
0,3.5,0.0
0,1.324921,0.44164
1,0.0,2.469471
0,2.522523,0.0
1,0.0,1.860829
0,1.764305,0.0
1,0.0,1.213873
0,4.768856,0.0
0,0.699244,0.0
1,0.0,0.803828
0,0.545455,0.013986
1,0.0,3.116883
1,0.071465,1.572231
0,5.322314,0.0
1,0.0,0.475113
1,0.0,7.724958
1,0.0,3.037475
0,0.817713,0.0
0,2.791411,0.0
0,6.285714,0.0
0,1.65019,0.0
1,0.0,8.363636
0,2.794918,0.0
0,1.676118,0.0
1,0.0,2.422145
1,0.0,5.121951
0,2.491525,0.0
1,0.0,3.018242
0,0.887661,0.0
1,0.0,4.987277
1,0.0,0.985915
0,1.42289,0.0
1,0.299145,0.747863
0,1.917808,0.0
1,0.0,5.881384
1,0.0,2.824207
0,0.323597,0.014709
0,1.426954,0.0
0,0.563923,0.0
0,2.235067,0.0
0,2.295082,0.0
1,0.0,2.88908
1,0.104322,0.730253
1,0.0,1.995723
0,1.909918,0.0
0,0.750079,0.0
0,0.35443,0.0
0,0.673229,0.0
0,1.151868,0.0
0,1.048466,0.042621
0,1.652977,0.0
0,3.393939,0.0
0,4.102564,0.0
1,0.0,4.468085
0,2.052356,0.0
1,0.0,0.295827
0,2.563941,0.0
1,0.0,2.957746
0,3.058252,0.0
1,0.0,1.766562
1,0.0,3.050847
0,1.634241,0.0
1,0.0,3.976331
1,0.0,3.37037
1,0.0,0.293501
0,0.713558,0.0
1,0.0,3.267813
0,1.914062,0.0
0,1.962077,0.0
1,0.0,2.978723
0,0.096718,0.0
1,0.0,12.772365
1,0.0,3.406326
0,0.122431,0.0
0,1.685824,0.0
0,1.300511,0.065026
0,2.061856,0.0
1,0.0,0.2746
1,0.0,4.021544
0,3.87234,0.0
1,0.0,0.189445
0,1.117207,0.0
0,0.954236,0.0
1,0.450161,4.501608
1,0.152009,3.344191
1,0.0,2.900188
0,2.175602,0.0
1,0.0,10.354391
1,0.0,4.253859
0,0.459016,0.0
0,7.054264,0.0
0,0.924253,0.0
1,0.0,6.692683
0,3.550725,0.0
1,0.0,3.105802
0,2.234043,0.0
1,0.0,7.684964
1,0.0,2.114094
1,0.403458,3.227666
0,6.176471,0.0
0,1.417395,0.0
0,0.958904,0.0
0,2.653061,0.0
0,3.471074,0.0
1,0.0,3.864492
0,2.993536,0.0
1,0.11236,2.47191
0,1.357406,0.0
0,3.056769,0.0
0,0.840336,0.0
1,0.0,2.496815
0,1.139241,0.0
0,5.323194,0.0
1,0.0,4.827586
0,0.655148,0.0
0,1.818182,0.0
1,0.0,12.304038
1,0.191048,1.260917
0,1.403324,0.0
0,0.368809,0.0
1,0.0,3.668122
0,0.475036,0.0
0,1.108667,0.0
0,1.75,0.0
0,2.676471,0.0
1,0.0,2.146769
1,0.0,3.40399
1,0.060163,4.933391
0,0.291363,0.0
0,1.502357,0.0
1,0.164127,7.713951
0,2.302632,0.0
0,0.571623,0.095271
1,0.0,2.423077
0,2.775907,0.0
0,1.50904,0.0
1,0.0,2.754919
1,0.033333,0.333333
1,0.0,1.956989
0,1.136891,0.0
0,1.849628,0.0
0,3.236301,0.0
1,0.0,2.065972
0,1.443299,0.0
0,4.206009,0.0
0,0.775301,0.0
0,1.522153,0.0
0,1.704348,0.0
0,1.672794,0.0
1,0.283401,1.511471
1,0.104141,0.694272
0,0.496134,0.0
1,0.0,0.248668
1,0.232172,1.393035
1,0.0,4.320988
1,0.0,3.088235
1,0.27833,1.94831
0,0.399519,0.0
0,1.759099,0.0
1,0.0,2.945545
0,1.446281,0.0
1,0.0,0.242634
0,0.39686,0.0
0,5.833333,0.0
1,0.0,1.437962
0,2.638691,0.099573
1,0.0,3.421053
1,0.0,5.993884
0,2.86445,0.0
0,2.737871,0.0
1,0.612638,2.989673
0,3.373494,0.0
0,1.006944,0.034722
1,0.570652,1.141304
0,0.676692,0.0
1,0.516019,1.746527
1,0.061566,1.970097
1,0.0,9.759189
1,0.0,1.525229
1,0.0,1.598558
1,0.0,4.188976
1,1.199736,0.461437
0,3.304721,0.0
1,0.190736,3.433243
1,0.0,0.953678
1,0.0,3.157895
1,0.03367,1.077441
1,0.0,2.216359
0,0.934164,0.124555
1,0.0,0.303413
0,0.518586,0.0
1,0.0,7.719298
0,2.655827,0.0
0,3.184602,0.122485
1,0.0,0.202239
1,0.0,2.796272
0,1.223895,0.0
0,3.278404,0.0
0,1.956088,0.093147
0,3.700441,0.0
1,0.0,6.982544
1,0.0,3.428571
1,0.0,2.851852
0,3.321096,0.158147
1,0.0,1.232704
0,0.530154,0.0
0,4.619289,0.0
0,5.25,0.0
0,1.775523,0.0
1,0.0,5.125241
1,0.0,8.028674
0,4.307692,0.0
0,3.589744,0.0
0,2.468514,0.0
0,0.167899,0.0
0,0.394366,0.0
1,0.366812,4.401747
1,0.0,2.335797
0,0.531197,0.0
1,0.0,0.712468
1,0.0,10.088235
1,0.0,3.220859
0,1.741294,0.0
0,2.01005,0.0
0,2.074074,0.0
0,0.830274,0.158147
1,0.057158,1.867175
1,0.029617,1.214301
0,5.109489,0.0
1,0.0,3.507913
1,0.0,2.682927
0,1.816834,0.0
0,8.305085,0.0
1,0.0,3.08642
0,2.730819,0.0
1,0.0,9.440459
0,1.218716,0.0
1,0.0,5.104167
0,2.064103,0.0
1,0.0,2.247191
1,0.0,1.774648
0,2.073266,0.0
0,0.934175,0.0
0,2.514286,0.0
0,5.6,0.0
1,0.0,2.24163
0,4.142012,0.0
1,0.0,2.370518
0,1.539487,0.0
1,0.0,2.46968
1,0.128146,0.961098
0,0.261011,0.065253
1,0.0,0.294015
1,0.0,0.382862
1,0.0,3.40081
0,0.689335,0.0
0,2.59542,0.0
0,1.163435,0.0
1,0.297872,1.489362
1,0.0,3.406326
0,4.137931,0.0
1,0.351317,1.40527
0,0.865088,0.0
0,3.273381,0.083933
0,2.146078,0.0
1,0.0,3.414634
1,0.0,1.236853
0,0.821114,0.0
1,0.0,9.494949
0,2.153846,0.0
0,3.0033,0.0
0,4.892897,0.0
0,0.532995,0.0
1,0.0,0.267814
1,0.025726,6.560088
1,0.0,1.28179
1,0.0,10.570108
1,0.0,0.987179
0,1.187069,0.0
1,0.0,18.666667
0,2.212978,0.0
1,0.0,2.293103
0,1.961962,0.0
1,0.0,2.49777
0,4.837768,0.0
0,0.895204,0.0
1,0.022989,1.264368
0,1.632653,0.0
1,0.053992,0.215966
0,1.867912,0.093396
1,0.0,7.682927
1,0.0,2.009569
0,2.949586,0.0
0,6.746988,0.0
0,1.24547,0.0
0,2.874062,0.0
0,3.669903,0.0
0,3.810561,0.152422
0,2.087772,0.0
0,5.407725,0.0
1,0.0,5.762395
1,0.076881,1.614498
0,0.425474,0.0
0,1.81163,0.0
1,0.223857,0.492485
0,2.202797,0.0
0,0.293296,0.0
0,2.322581,0.0
1,0.0,5.347222
0,0.341582,0.0
1,0.0,2.604651
1,0.0,2.671756
1,0.0,4.872825
1,0.330969,0.189125
1,0.0,2.648649
1,0.100828,0.957868
0,0.202605,0.0
0,2.407153,0.0
1,0.0,4.242424
1,0.0,9.070423
0,0.992366,0.0
0,1.723329,0.0
1,0.0,7.654921
1,0.0,0.244506
0,0.57292,0.088901
1,0.0,5.480427
0,0.951976,0.654484
1,0.0,9.514563
1,0.0,0.2158
0,1.426445,0.0
1,0.0,0.2547
1,0.0,0.295671
0,3.127327,0.0
1,0.0,1.960206
0,1.5261,0.007165
1,0.0,16.153846
0,2.366197,0.0
0,0.81193,0.0
0,4.127547,0.0
0,0.444444,0.0
1,0.671642,0.447761
0,2.250539,0.0
0,0.701169,0.0
0,3.669355,0.0
1,0.103665,1.140318
0,6.693227,0.0
1,0.0,1.171548
0,0.494118,0.082353
1,0.0,4.681529
1,0.0,1.656467
0,3.37931,0.0
1,0.291363,2.039542
1,0.0,1.973817
0,3.181818,0.0
1,0.116667,3.266667
0,2.669127,0.0
0,1.742377,0.0
0,0.507246,0.018787
0,2.580645,0.0
0,1.803643,0.0
0,0.494991,0.0
1,0.0,0.255825
0,1.406663,0.0
0,2.102102,0.42042
0,0.276134,0.0
0,1.310081,0.0
0,3.96587,0.0
0,2.47122,0.0
0,2.258065,0.026257
1,0.0,4.347826
1,0.532319,2.129278
1,0.0,0.259821
0,0.887079,0.0
1,0.045962,1.057124
1,0.0,6.448737
0,1.6989,0.0
1,0.010543,1.665788
1,0.0,0.280843
0,1.685901,0.0
0,2.480315,0.0
1,0.0,5.874126
0,0.848485,0.0
1,0.0,1.456647
0,0.883281,0.0
1,0.0,4.709324
1,0.0,10.606061
1,0.043024,0.929318
0,4.605263,0.0
0,1.633952,0.0
1,0.0,2.919006
1,0.0,0.719178
0,1.423126,0.0
1,0.0,0.642939
0,4.268293,0.0
0,4.219178,0.0
1,0.0,8.0
0,2.528517,0.0
1,1.261165,0.887091
0,5.927007,0.0
1,0.0,0.978166
0,1.941748,0.097087
1,0.263653,1.845574
0,0.948081,0.0
1,0.0,3.778409
1,0.0,0.346213
1,0.13308,6.520913
1,0.203193,10.566038
1,0.0,3.757989
1,0.0,4.96063
0,1.021898,0.0
0,0.852741,0.0
0,0.535812,0.0
0,1.823595,0.0
0,0.873908,0.0
0,1.681682,0.14014
0,1.517615,0.0
0,0.457766,0.0
1,0.0,0.294118
1,0.0,3.503575
0,3.243243,0.0
1,0.129211,0.839871
1,0.748663,0.748663
1,0.0,2.030265
0,1.805675,0.0
1,0.0,2.130435
1,0.0,0.249814
0,1.811125,0.0
1,0.598291,2.991453
0,0.46473,0.0
0,2.164948,0.0
0,1.830065,0.0
0,0.855895,0.015284
1,0.025589,0.562968
0,1.334923,0.0
0,0.679104,0.0
0,3.595506,0.0
1,0.543689,2.990291
1,0.0,9.104294
0,1.579487,0.0
1,0.0,4.583333
0,5.310345,0.0
1,0.0,0.298348
1,0.0,1.633844
1,0.0,6.376812
1,0.0,5.191816
1,0.0,2.177778
1,0.0,0.249073
1,0.0,9.762611
0,4.166667,0.0
0,1.595442,0.0
0,1.84076,0.0
0,2.002861,0.0
0,3.771791,0.0
0,0.884803,0.0
1,0.0,1.732673
1,0.0,5.886232
1,0.0,1.27451
1,0.0,8.584568
1,0.063006,0.50405
0,2.932668,0.0
1,0.0,2.3918
1,0.0,0.928382
1,0.0,1.720808
1,0.0,1.879937
0,0.855397,0.0
0,1.882641,0.0
0,5.219885,0.0
0,1.837017,0.0
1,0.0,1.264798
1,0.0,1.342048
0,0.778499,0.0
1,0.0,6.542056
1,0.22001,1.3934
0,0.772059,0.0
0,2.576687,0.0
0,2.716895,0.0
1,0.0,0.222841
1,0.064309,1.414791
0,0.960784,0.0
0,0.957499,0.0
1,0.0,6.599327
1,0.0,0.66879
0,1.283096,0.0
0,5.213675,0.0
1,0.0,5.384615
1,0.116183,1.103734
0,1.780739,0.0
0,0.190541,0.0
1,0.595745,0.851064
0,1.160862,0.0
1,0.093583,0.65508
1,0.0,0.502693
1,0.0,0.254584
0,2.130316,0.0
0,5.482696,0.0
1,0.132034,2.024521
1,0.0,3.660131
0,2.565092,0.0
0,2.091954,0.0
0,0.378378,0.0
0,2.019231,0.0
0,2.994464,0.0
1,0.0,4.810659
1,0.0,0.222075
0,0.771462,0.081206
1,0.0,2.945302
1,0.0,2.213953
1,0.0,1.059459
0,0.486418,0.0
1,0.0,0.240786
0,1.979798,0.0
0,1.421202,0.0
0,0.895321,0.141367
0,4.132841,0.0
1,0.0,4.545455
1,0.088328,9.981073
1,0.0,6.371394
1,0.0,2.121212
0,8.125,0.0
0,0.166985,0.033397
0,4.745763,0.0
0,2.234043,0.0
0,1.061008,0.0
0,1.618497,0.0
1,0.0,3.783784
0,8.310502,0.0
0,3.192568,0.0
1,0.0,2.644004
1,0.0,1.363636
0,3.121784,0.0
1,0.029551,1.152507
0,2.633229,0.0
0,1.449814,0.037175
1,0.025575,0.613811
1,0.102639,3.079179
0,6.167401,0.0
0,0.488088,0.0
0,2.104133,0.0
0,1.398003,0.0
0,0.511571,0.0
0,1.53527,0.082988
1,0.0,1.443299
1,0.0,0.179641
0,0.479179,0.0
1,0.0,0.245255
0,5.894737,0.0
0,1.476075,0.0
1,0.0,3.758389
1,0.0,3.578947
1,0.0,2.652044
1,0.0,3.800905
0,5.043937,0.0
0,2.524038,0.0
0,1.175236,0.0
1,0.0,1.322382
0,3.0837,0.0
1,0.134823,3.127889
0,0.765812,0.0
0,5.416667,0.0
0,20.343461,0.0
0,1.702128,0.0
0,1.369193,0.0
1,0.068684,1.144726
1,0.0,2.089552
0,7.246377,0.0
0,0.960549,0.0
1,0.039716,1.787234
1,0.162037,7.453704
1,0.0,3.2
0,0.555831,0.0
0,5.200334,0.0
1,0.0,4.772727
1,0.05726,2.862986
1,0.082547,2.270047
1,0.0,2.663848
0,0.259409,0.0
0,1.674141,0.0
0,3.649733,0.0
0,2.596291,0.0
0,3.899721,0.0
0,2.552083,0.0
1,0.0,7.191781
1,0.0,1.244111
0,1.85738,0.0
0,1.802266,0.0
0,1.276949,0.0
0,3.740458,0.0
1,0.0,6.984199
0,1.891892,0.0
1,0.0,0.779944
0,0.409676,0.0
1,0.0,2.8
0,3.089802,0.0
0,1.280488,0.0
0,0.734266,0.0
1,0.0,3.814714
0,0.70195,0.389972
0,3.049505,0.0
0,1.787234,0.0
1,0.0,3.043478
1,0.0,1.261261
0,1.203595,0.0
0,5.013774,0.0
0,2.010135,0.0
0,0.943418,0.0
1,1.018182,2.545455
1,0.0,4.459259
1,0.0,0.258065
0,4.719101,0.0
0,7.04698,0.0
1,0.0,3.136201
1,0.527933,1.740223
0,1.113004,0.0
0,5.957447,0.0
1,0.0,3.157895
1,0.0,3.888889
1,0.0,5.692771
0,0.618362,0.014723
1,0.0,4.307692
0,0.212645,0.0
1,0.0,2.644444
1,0.032957,2.021343
0,6.511628,0.0
1,0.0,10.386399
0,4.862888,0.0
0,0.549084,0.0
1,0.0,3.060109
1,0.0,3.010753
0,2.679426,0.0
0,3.317536,0.0
0,1.194226,0.0
1,0.0,10.26393
1,0.0,11.654527
1,0.0,1.124331
0,0.481392,0.0
1,0.671233,1.534247
0,0.592217,0.0
1,0.398293,3.385491
1,0.0,6.086957
0,2.460938,0.0
1,0.0,3.181818
0,2.407407,0.37037
1,0.0,4.339839
1,0.0,0.408163
0,1.055901,0.0
1,0.0,0.274107
0,6.167401,0.0
0,2.052009,0.0
0,1.587629,0.0
1,0.0,0.299679
0,1.038961,0.0
1,0.0,0.27532
0,2.68018,0.0
0,0.860744,0.0
1,0.376007,0.752014
0,5.653207,0.0
0,0.308475,0.0
0,0.498982,0.0
0,0.994318,0.0
0,1.713748,0.0
0,2.149712,0.0
1,0.041463,2.695098
0,1.225061,0.0
0,4.460784,0.0
1,0.0,0.825429
0,2.48996,0.0
0,1.806452,0.0
1,0.534351,2.137405
0,1.351258,0.0
1,0.0,2.338902
1,0.0,2.63048
1,0.0,4.069767
0,0.842528,0.0
1,0.0,3.379924
1,0.0,3.896104
0,1.630901,0.0
0,2.115203,0.0
1,0.203785,2.24163
1,0.06381,2.169553
0,5.07907,0.0
1,0.096552,0.57931
1,0.0,6.41737
1,0.0,7.420061
0,1.166293,0.0
1,0.0,0.193772
1,0.0,3.676149
0,5.785124,0.0
0,0.315315,0.0
0,0.632411,0.0
0,0.651163,0.0
0,5.185185,0.0
0,1.890827,0.0
0,0.425532,0.0
1,0.0,8.806057
0,5.426357,0.0
1,0.0,1.575394
1,0.0,5.201939
1,0.0,1.933702
0,1.51689,0.0
0,3.552736,0.0
1,0.0,3.076923
1,0.0,1.648271
1,0.0,1.707317
1,0.0,3.170732
0,5.16333,0.0
0,0.452143,0.0
0,0.434205,0.062029
1,0.0,2.10806
1,0.0,0.374665
0,3.968504,0.0
0,1.099333,0.0
1,0.0,2.48227
0,1.620728,0.015436
0,1.4,0.0
0,5.618729,0.0
0,3.181818,0.0
1,0.0,0.257392
0,1.182147,0.0
0,0.372712,0.0
0,1.298387,0.0
1,0.0,5.123967
0,0.51038,0.0
0,3.675,0.0
0,0.252813,0.019447
0,1.221503,0.0
0,2.870159,0.0
1,0.069187,1.003212
1,0.0,3.535354
1,0.0,1.888247
0,5.539853,0.0
1,0.0,6.251053
0,1.455414,0.0
1,0.0,19.247467
1,0.027894,0.195258
0,3.550725,0.0
0,2.575558,0.0
1,0.0,4.442308
0,0.936306,0.0
0,0.368305,0.0
1,0.026871,4.353167
0,3.639515,0.0
1,0.0,6.765799
1,0.0,0.267772
0,0.3683,0.0
1,0.0,10.029851
0,1.869271,0.278996
1,0.113729,3.866775
0,3.36,0.0
0,0.989556,0.0
1,0.089059,1.603053
1,0.0,3.712121
1,0.0,0.247496
1,0.0,7.184378
1,0.0,10.378913
1,0.0,0.791355
0,0.605478,0.022425
1,0.0,1.337154
1,0.255009,0.437158
1,0.0,2.850093
1,0.0,0.121099
0,0.464345,0.0
0,1.232704,0.0
1,0.0,0.541063
0,4.258555,0.0
1,0.208488,0.625465
0,0.682927,0.0
1,0.0,1.73913
0,5.631068,0.0
0,1.323024,0.160367
0,2.752809,0.0
0,0.953723,0.0
1,0.097425,1.071677
1,0.0,2.463343
0,2.570379,0.0
0,5.163934,0.0
0,1.244444,0.0
1,0.42879,2.572741
1,0.0,1.433447
0,1.193182,0.0
0,6.461538,0.0
1,0.0,1.728395
1,0.192374,2.597046
1,0.221169,1.548183
0,0.863333,0.023333
0,3.753724,0.0
0,0.405405,0.0
1,0.0,3.384224
0,3.66177,0.0
1,0.0,7.558282
1,0.082499,0.659988
1,0.103627,7.253886
0,1.056604,0.0
0,1.326208,0.0
0,0.883281,0.0
1,0.26975,0.719332
1,0.0,3.779141
0,2.519562,0.0
1,0.0,0.254584
0,3.277946,0.084592
1,0.0,4.022989
0,3.24826,0.0
1,0.0,0.805755
0,1.701657,0.0
0,5.100182,0.0
1,0.0,4.680851
0,1.098864,0.0
1,0.0,7.420495
0,1.34357,0.0
0,0.929062,0.0
0,1.097955,0.0
1,0.0,0.278931
1,0.0,0.536193
0,1.126005,0.0
0,1.976249,0.0
0,1.10753,0.0
0,1.577465,0.197183
1,0.021627,3.698154
0,5.968992,0.0
1,0.0,0.200286
1,0.0,2.358834
0,1.006711,0.0
0,1.118046,0.0
0,2.772277,0.0
0,3.301887,0.0
0,5.811321,0.0
0,1.238532,0.0
0,1.65594,0.0
1,0.0,0.655226
0,0.526033,0.0
1,0.037534,0.731903
0,0.388529,0.0
1,0.0,5.568182
0,0.294737,0.0
0,5.575221,0.0
0,3.414634,0.0
0,0.468227,0.0
1,0.0,0.604099
0,0.897035,0.0
1,0.0,3.186646
0,4.869565,0.0
0,1.130334,0.0
0,0.786517,0.0
0,1.707317,0.0
1,0.188425,8.479139
1,0.0,4.691358
1,0.0,13.351499
1,0.0,1.856474
1,0.0,1.896552
1,0.0,0.29682
1,0.0,1.22449
1,0.15625,2.34375
1,1.777935,1.837531
1,0.0,9.333333
1,0.15873,6.984127
0,0.536856,0.0
0,2.654028,0.0
1,0.0,0.295775
1,0.0,0.231884
0,0.2171,0.0
1,0.0,3.297645
1,0.0,0.8626
0,0.655738,0.0
1,0.0,0.260492
0,0.965834,0.0
0,2.351624,0.0
0,2.15027,0.0
1,0.0,4.852686
0,0.345466,0.0
1,0.0,1.829268
0,2.722222,0.0
1,0.0,0.285278
1,0.0,2.04878
0,1.010222,0.0
1,0.0,0.581395
0,5.012788,0.0
0,0.477605,0.0
1,0.0,3.862988
0,1.014493,0.0
0,3.093923,0.154696
1,0.0,2.035541
0,5.668016,0.0
0,3.717754,0.0
0,3.509749,0.129991
0,1.643744,0.0
1,0.0,4.950495
0,0.339257,0.0
0,1.874477,0.0
1,0.0,0.530638
1,0.0,2.321244
1,0.0,3.701149
0,1.568886,0.0
0,2.710552,0.0
0,0.334395,0.111465
0,0.697464,0.0
0,10.37037,0.0
1,0.0,2.295082
0,0.963983,0.074153
0,0.715517,0.00832
0,6.946565,0.0
1,0.0,8.821918
0,1.519537,0.0
1,0.0,0.293143
0,1.812043,0.0
0,3.031496,0.0
0,0.522388,0.0
0,0.339806,0.021238
0,1.441441,0.09009
1,0.06816,0.886076
0,3.467202,0.0
1,0.0,3.134328
1,0.125112,0.708966
0,3.976084,0.0
0,7.204678,0.0
0,1.428571,0.0
0,1.573034,0.0
1,0.0,2.981261
0,1.784197,0.0
0,0.967185,0.0
1,0.0,8.754241
1,0.0,0.796586
0,1.508982,0.0
0,3.11804,0.0
1,0.057637,1.815562
1,0.0,9.863014
1,0.110497,1.657459
0,0.456646,0.038054
0,1.675532,0.0
0,2.15262,0.23918
0,2.97714,0.0
0,3.422222,0.0
0,2.968198,0.0
0,1.687363,0.0
0,1.989343,0.0
1,0.0,2.136317
1,0.0,3.27212
1,0.0,8.995984
1,0.136986,6.027397
0,1.689291,0.0
0,0.359365,0.109637
0,1.083472,0.0
1,0.0,3.358321
0,2.212644,0.201149
1,0.0,2.097177
0,1.658206,0.0
0,0.996729,0.18857
1,0.0,9.955556
1,0.0,3.363363
1,0.0,8.118557
0,2.84058,0.0
0,0.860656,0.0
1,0.0,2.471627
1,0.085942,1.718846
1,0.08149,1.181607
1,0.0,3.15493
0,2.198068,0.0
1,0.0,2.709677
1,0.0,2.374711
1,0.056015,0.653508
0,2.000397,0.0
0,1.242374,0.0
1,0.752688,0.564516
1,0.0,10.208333
0,3.643123,0.0
1,0.0,10.115296
0,0.323967,0.0
0,0.491228,0.0
1,0.0,1.154255
0,0.824222,0.117746
1,0.0,17.142857
1,0.0,4.635064
1,0.0,11.666667
1,0.0,2.043796
1,0.0,3.175258
0,3.093923,0.0
0,1.272727,0.0
0,0.31052,0.0
1,0.409623,2.048114
1,0.0,2.196078
0,0.598404,0.0
1,0.0,2.851324
0,0.502994,0.0
0,0.480146,0.007502
0,2.646048,0.0
1,0.0,7.400881
0,3.023256,0.0
0,1.568,0.0
1,0.0,2.282609
0,1.58744,0.0
1,0.0,0.207101
1,0.0,0.289007
1,0.0,0.922266
1,0.100629,0.503145
1,0.0,2.8
1,0.0,7.777778
0,1.196581,0.0
1,0.0,9.0
0,0.512195,0.0
1,0.073918,3.548046
1,0.0,10.386399
0,2.698795,0.0
1,0.0,0.860876
0,0.858216,0.0
0,1.226874,0.0
1,0.0,8.846906
1,0.0,1.21643
1,0.0,5.871965
0,2.172414,0.0
1,0.329476,0.823691
0,0.891089,0.0
0,0.886076,0.0
0,3.283302,0.0
0,2.420213,0.18617
0,4.710633,0.0
0,2.12766,0.0
0,1.190559,0.0
0,1.0056,0.0
0,2.036686,0.0
1,0.043587,0.719178
0,1.544523,0.0
1,0.0,6.422018
1,0.0,2.513465
1,0.0,7.228261
0,1.131313,0.0
0,1.098578,0.137322
0,0.93173,0.0
1,0.0,2.144847
0,0.909359,0.0
0,1.789137,0.0
0,0.981767,0.0
0,3.783784,0.0
0,1.573741,0.0
0,0.530102,0.0
0,4.346701,0.0
1,0.0,1.846393
0,0.870466,0.0
